auid,indexed_name,surname,given_name,db_title,doi,cited_by,pub_date,parsed_title,ds_clean,title,affiliation,af_name,af_country,af_city,af_state,af_type,af_postal
1362344907,Stagnitti K.,Stagnitti,Karen,An investigation into the effect of play-based instruction on the development of play skills and oral language,10.1177/1476718X15579741,14,2016-12-01,An investigation into the effect of play-based instruction on the development of play skills and oral language,Symbolic play,,60018805,Deakin University,Australia,Geelong,VIC,univ,3220
1379700051,Bailey A.,Bailey,Alison,An investigation into the effect of play-based instruction on the development of play skills and oral language,10.1177/1476718X15579741,14,2016-12-01,An investigation into the effect of play-based instruction on the development of play skills and oral language,Symbolic play,,60033351,Western Health,Australia,NA,VIC,hosp,NA
1358244651,Hudspeth Stevenson E.,Hudspeth Stevenson,Edwina,An investigation into the effect of play-based instruction on the development of play skills and oral language,10.1177/1476718X15579741,14,2016-12-01,An investigation into the effect of play-based instruction on the development of play skills and oral language,Symbolic play,,112801723,Recovre,Australia,Melbourne,NA,NA,NA
-82254648,Reynolds E.,Reynolds,Emily,An investigation into the effect of play-based instruction on the development of play skills and oral language,10.1177/1476718X15579741,14,2016-12-01,An investigation into the effect of play-based instruction on the development of play skills and oral language,Symbolic play,,110475312,Specialist Children’s Services,Australia,NA,VI,NA,NA
1365437773,Kidd E.,Kidd,Evan,An investigation into the effect of play-based instruction on the development of play skills and oral language,10.1177/1476718X15579741,14,2016-12-01,An investigation into the effect of play-based instruction on the development of play skills and oral language,Symbolic play,,60160408,ARC Centre of Excellence for the Dynamics of Language,Australia,Canberra,ACT,resi,2601
1354655314,Hughes C.,Hughes,Claire,Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings,10.1348/026151005X82893,54,2006-03-01,Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings,Symbolic play,,60031101,University of Cambridge,United Kingdom,Cambridge,Cambridgeshire,univ,CB2 1TN
1354655314,Hughes C.,Hughes,Claire,Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings,10.1348/026151005X82893,54,2006-03-01,Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings,Symbolic play,,60031101,University of Cambridge,United Kingdom,Cambridge,Cambridgeshire,univ,CB2 1TN
-334709592,Fujisawa K.K.,Fujisawa,Keiko K.,Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings,10.1348/026151005X82893,54,2006-03-01,Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings,Symbolic play,,60025272,The University of Tokyo,Japan,Tokyo,NA,univ,113-8654
315145908,Ensor R.,Ensor,Rosie,Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings,10.1348/026151005X82893,54,2006-03-01,Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings,Symbolic play,,60031101,University of Cambridge,United Kingdom,Cambridge,Cambridgeshire,univ,CB2 1TN
920218112,Lecce S.,Lecce,Serena,Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings,10.1348/026151005X82893,54,2006-03-01,Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings,Symbolic play,,60015197,Università degli Studi di Pavia,Italy,Pavia,PV,univ,27100
921291312,Marfleet R.,Marfleet,Rachel,Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings,10.1348/026151005X82893,54,2006-03-01,Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings,Symbolic play,,60031101,University of Cambridge,United Kingdom,Cambridge,Cambridgeshire,univ,CB2 1TN
-1486992269,Lewis V.,Lewis,Vicky,"Relationships between symbolic play, functional play, verbal and non-verbal ability in young children",10.1080/136828200247287,106,2000-01-01,"Relationships between symbolic play, functional play, verbal and non-verbal ability in young children",Symbolic play,,60012113,The Open University,United Kingdom,Milton Keynes,Buckinghamshire,univ,MK7 6AA
-1486992269,Lewis V.,Lewis,Vicky,"Relationships between symbolic play, functional play, verbal and non-verbal ability in young children",10.1080/136828200247287,106,2000-01-01,"Relationships between symbolic play, functional play, verbal and non-verbal ability in young children",Symbolic play,,60012113,The Open University,United Kingdom,Milton Keynes,Buckinghamshire,univ,MK7 6AA
-1487047061,Boucher J.,Boucher,Jill,"Relationships between symbolic play, functional play, verbal and non-verbal ability in young children",10.1080/136828200247287,106,2000-01-01,"Relationships between symbolic play, functional play, verbal and non-verbal ability in young children",Symbolic play,,60001881,The University of Sheffield,United Kingdom,Sheffield,South Yorkshire,univ,S10 2TN
-1487047061,Boucher J.,Boucher,Jill,"Relationships between symbolic play, functional play, verbal and non-verbal ability in young children",10.1080/136828200247287,106,2000-01-01,"Relationships between symbolic play, functional play, verbal and non-verbal ability in young children",Symbolic play,,60022020,University of Warwick,United Kingdom,Coventry,West Midlands,univ,CV4 7AL
-2085496193,Lupron L.,Lupron,Laura,"Relationships between symbolic play, functional play, verbal and non-verbal ability in young children",10.1080/136828200247287,106,2000-01-01,"Relationships between symbolic play, functional play, verbal and non-verbal ability in young children",Symbolic play,,60022020,University of Warwick,United Kingdom,Coventry,West Midlands,univ,CV4 7AL
1364746727,Watson S.,Watson,Samantha,"Relationships between symbolic play, functional play, verbal and non-verbal ability in young children",10.1080/136828200247287,106,2000-01-01,"Relationships between symbolic play, functional play, verbal and non-verbal ability in young children",Symbolic play,,60001881,The University of Sheffield,United Kingdom,Sheffield,South Yorkshire,univ,S10 2TN
-1115360784,McEwen F.,McEwen,Fiona,"Erratum: Correction to origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins (Child Development (482))",10.1111/j.1467-8624.2007.07803001_1.x,0,2007-05-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
-1585836070,Happe F.,Happé,Francesca,"Erratum: Correction to origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins (Child Development (482))",10.1111/j.1467-8624.2007.07803001_1.x,0,2007-05-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
1471589020,Bolton P.,Bolton,Patrick,"Erratum: Correction to origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins (Child Development (482))",10.1111/j.1467-8624.2007.07803001_1.x,0,2007-05-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
-1888103757,Rijsdijk F.,Rijsdijk,Fruhling,"Erratum: Correction to origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins (Child Development (482))",10.1111/j.1467-8624.2007.07803001_1.x,0,2007-05-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
211586052,Ronald A.,Ronald,Angelica,"Erratum: Correction to origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins (Child Development (482))",10.1111/j.1467-8624.2007.07803001_1.x,0,2007-05-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
-864159584,Dworzynski K.,Dworzynski,Katharina,"Erratum: Correction to origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins (Child Development (482))",10.1111/j.1467-8624.2007.07803001_1.x,0,2007-05-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60009797,Guy's Hospital,United Kingdom,London,NA,hosp,SE1 9RT
1690448832,Plomin R.,Plomin,Robert,"Erratum: Correction to origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins (Child Development (482))",10.1111/j.1467-8624.2007.07803001_1.x,0,2007-05-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
-1115360784,McEwen F.,McEwen,Fiona,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins",10.1111/j.1467-8624.2007.01010.x,46,2007-03-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
-1115360784,McEwen F.,McEwen,Fiona,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins",10.1111/j.1467-8624.2007.01010.x,46,2007-03-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
-1585836070,Happe F.,Happé,Francesca,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins",10.1111/j.1467-8624.2007.01010.x,46,2007-03-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
1471589020,Bolton P.,Bolton,Patrick,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins",10.1111/j.1467-8624.2007.01010.x,46,2007-03-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
-1888103757,Rijsdijk F.,Rijsdijk,Fruhling,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins",10.1111/j.1467-8624.2007.01010.x,46,2007-03-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
211586052,Ronald A.,Ronald,Angelica,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins",10.1111/j.1467-8624.2007.01010.x,46,2007-03-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
-864159584,Dworzynski K.,Dworzynski,Katharina,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins",10.1111/j.1467-8624.2007.01010.x,46,2007-03-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60009797,Guy's Hospital,United Kingdom,London,NA,hosp,SE1 9RT
1690448832,Plomin R.,Plomin,Robert,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two-year-old twins",10.1111/j.1467-8624.2007.01010.x,46,2007-03-01,"Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins",Symbolic play,,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
-488076348,Kuhnert R.-L.,Kuhnert,Rebecca Lee,"Gender-differentiated effects of theory of mind, emotion understanding, and social preference on prosocial behavior development: A longitudinal study",10.1016/j.jecp.2016.10.001,52,2017-02-01,Theory of mind development and social understanding,Symbolic play,,60025709,The University of Sydney,Australia,Sydney,NSW,univ,2006
-2084014679,Begeer S.,Begeer,Sander,"Gender-differentiated effects of theory of mind, emotion understanding, and social preference on prosocial behavior development: A longitudinal study",10.1016/j.jecp.2016.10.001,52,2017-02-01,Theory of mind development and social understanding,Symbolic play,,60008734,Vrije Universiteit Amsterdam,Netherlands,Amsterdam,Noord-Holland,univ,1081 HV
-504616248,Fink E.,Fink,Elian,"Gender-differentiated effects of theory of mind, emotion understanding, and social preference on prosocial behavior development: A longitudinal study",10.1016/j.jecp.2016.10.001,52,2017-02-01,Theory of mind development and social understanding,Symbolic play,,60031101,University of Cambridge,United Kingdom,Cambridge,Cambridgeshire,univ,CB2 1TN
1368514133,de Rosnay M.,de Rosnay,Marc,"Gender-differentiated effects of theory of mind, emotion understanding, and social preference on prosocial behavior development: A longitudinal study",10.1016/j.jecp.2016.10.001,52,2017-02-01,Theory of mind development and social understanding,Symbolic play,,60025709,The University of Sydney,Australia,Sydney,NSW,univ,2006
1368514133,de Rosnay M.,de Rosnay,Marc,"Gender-differentiated effects of theory of mind, emotion understanding, and social preference on prosocial behavior development: A longitudinal study",10.1016/j.jecp.2016.10.001,52,2017-02-01,Theory of mind development and social understanding,Symbolic play,,60011664,University of Wollongong,Australia,Wollongong,NSW,univ,2522
1358325013,Leudar I.,Leudar,Ivan,Against theory of mind,10.1057/9780230234383,71,2009-03-19,Theory of mind development and social understanding,Symbolic play,,60003771,The University of Manchester,United Kingdom,Manchester,Greater Manchester,univ,M13 9PL
-1585913549,Costall A.,Costall,Alan,Against theory of mind,10.1057/9780230234383,71,2009-03-19,Theory of mind development and social understanding,Symbolic play,,60025475,University of Portsmouth,United Kingdom,Portsmouth,Hampshire,univ,PO1 2UP
-1186946702,Peterson C.C.,Peterson,Candida C.,Everyday social and conversation applications of theory-of-mind understanding by children with autism-spectrum disorders or typical development,10.1007/s00787-008-0711-y,62,2009-02-01,Theory of mind development and social understanding,Symbolic play,,60031004,The University of Queensland,Australia,Brisbane,QLD,univ,4072
-939345976,Garnett M.,Garnett,Michelle,Everyday social and conversation applications of theory-of-mind understanding by children with autism-spectrum disorders or typical development,10.1007/s00787-008-0711-y,62,2009-02-01,Theory of mind development and social understanding,Symbolic play,,106273438,Minds and Hearts,Australia,West End,QL,NA,4101
-1187780985,Kelly A.,Kelly,Adrian,Everyday social and conversation applications of theory-of-mind understanding by children with autism-spectrum disorders or typical development,10.1007/s00787-008-0711-y,62,2009-02-01,Theory of mind development and social understanding,Symbolic play,,60031004,The University of Queensland,Australia,Brisbane,QLD,univ,4072
422611752,Attwood T.,Attwood,Tony,Everyday social and conversation applications of theory-of-mind understanding by children with autism-spectrum disorders or typical development,10.1007/s00787-008-0711-y,62,2009-02-01,Theory of mind development and social understanding,Symbolic play,,106273438,Minds and Hearts,Australia,West End,QL,NA,4101
-1986343830,Fernyhough C.,Fernyhough,Charles,"Getting Vygotskian about theory of mind: Mediation, dialogue, and the development of social understanding",10.1016/j.dr.2007.03.001,172,2008-06-01,Theory of mind development and social understanding,Symbolic play,,60022175,Durham University,United Kingdom,Durham,County Durham,univ,DH1 3LE
-1985967872,Astington J.W.,Astington,Janet Wilde,Theory of Mind Development and Social Understanding,10.1080/02699939508409006,337,1995-03-01,Theory of mind development and social understanding,Symbolic play,,60016849,University of Toronto,Canada,Toronto,ON,univ,M5S 1A1
-1187066531,Jenkins J.M.,Jenkins,Jennifer M.,Theory of Mind Development and Social Understanding,10.1080/02699939508409006,337,1995-03-01,Theory of mind development and social understanding,Symbolic play,,60016849,University of Toronto,Canada,Toronto,ON,univ,M5S 1A1
-1585934913,Tamis-Lemonda C.S.,Tamis-Lemonda,Catherine S.,Language and Play at One Year: A Comparison of Toddlers and Mothers in the United States and Japan,10.1177/016502549201500102,73,1992-01-01,Language and play at one year: A comparison of toddlers and mothers in the United States and Japan,Symbolic play,,60021784,New York University,United States,New York,NY,univ,10012-1019
-1487021705,Bornstein M.H.,Bornstein,Marc H.,Language and Play at One Year: A Comparison of Toddlers and Mothers in the United States and Japan,10.1177/016502549201500102,73,1992-01-01,Language and play at one year: A comparison of toddlers and mothers in the United States and Japan,Symbolic play,,60021784,New York University,United States,New York,NY,univ,10012-1019
-1452550184,Cyphers L.,Cyphers,Lisa,Language and Play at One Year: A Comparison of Toddlers and Mothers in the United States and Japan,10.1177/016502549201500102,73,1992-01-01,Language and play at one year: A comparison of toddlers and mothers in the United States and Japan,Symbolic play,,60021784,New York University,United States,New York,NY,univ,10012-1019
-932982784,Toda S.,Toda,Sueko,Language and Play at One Year: A Comparison of Toddlers and Mothers in the United States and Japan,10.1177/016502549201500102,73,1992-01-01,Language and play at one year: A comparison of toddlers and mothers in the United States and Japan,Symbolic play,,60189168,Shirayuri University,Japan,Chofu,Tokyo,univ,182-8525
-1486719917,Ogino M.,Ogino,Misako,Language and Play at One Year: A Comparison of Toddlers and Mothers in the United States and Japan,10.1177/016502549201500102,73,1992-01-01,Language and play at one year: A comparison of toddlers and mothers in the United States and Japan,Symbolic play,,60002784,Sophia University,Japan,Tokyo,NA,univ,102-8554
-788594828,Vouloumanos A.,Vouloumanos,Athena,Listening to language at birth: Evidence for a bias for speech in neonates,10.1111/j.1467-7687.2007.00549.x,283,2007-03-01,Listening to language at birth: evidence for a bias for speech in neonates,Natural speech preference,,60002494,Université McGill,Canada,Montreal,QC,univ,H3A 0G4
-788594828,Vouloumanos A.,Vouloumanos,Athena,Listening to language at birth: Evidence for a bias for speech in neonates,10.1111/j.1467-7687.2007.00549.x,283,2007-03-01,Listening to language at birth: evidence for a bias for speech in neonates,Natural speech preference,,60002494,Université McGill,Canada,Montreal,QC,univ,H3A 0G4
-1585247077,Werker J.F.,Werker,Janet F.,Listening to language at birth: Evidence for a bias for speech in neonates,10.1111/j.1467-7687.2007.00549.x,283,2007-03-01,Listening to language at birth: evidence for a bias for speech in neonates,Natural speech preference,,60010365,The University of British Columbia,Canada,Vancouver,BC,univ,V6T 1Z4
-788594828,Vouloumanos A.,Vouloumanos,Athena,The tuning of human neonates' preference for speech,10.1111/j.1467-8624.2009.01412.x,115,2010-03-01,The tuning of Human Neonates' Preference for Speech,Natural speech preference,,60021784,New York University,United States,New York,NY,univ,10012-1019
-1388532554,Hauser M.D.,Hauser,Marc D.,The tuning of human neonates' preference for speech,10.1111/j.1467-8624.2009.01412.x,115,2010-03-01,The tuning of Human Neonates' Preference for Speech,Natural speech preference,,60009982,Harvard University,United States,Cambridge,MA,univ,02138-3800
-1585247077,Werker J.F.,Werker,Janet F.,The tuning of human neonates' preference for speech,10.1111/j.1467-8624.2009.01412.x,115,2010-03-01,The tuning of Human Neonates' Preference for Speech,Natural speech preference,,60010365,The University of British Columbia,Canada,Vancouver,BC,univ,V6T 1Z4
2101675732,Martin A.,Martin,Alia,The tuning of human neonates' preference for speech,10.1111/j.1467-8624.2009.01412.x,115,2010-03-01,The tuning of Human Neonates' Preference for Speech,Natural speech preference,,60021784,New York University,United States,New York,NY,univ,10012-1019
-1486926961,Spence M.J.,Spence,Melanie J.,Prenatal experience with low-frequency maternal-voice sounds influence neonatal perception of maternal voice samples,10.1016/0163-6383(87)90028-2,93,1987-01-01,Prenatal experience with low-frequency maternal-voice sounds influence neonatal perception of maternal voice samples,Natural speech preference,,60027086,The University of Alabama at Birmingham,United States,Birmingham,AL,univ,35294-0004
-2083068506,DeCasper A.J.,DeCasper,Anthony J.,Prenatal experience with low-frequency maternal-voice sounds influence neonatal perception of maternal voice samples,10.1016/0163-6383(87)90028-2,93,1987-01-01,Prenatal experience with low-frequency maternal-voice sounds influence neonatal perception of maternal voice samples,Natural speech preference,,60018474,The University of North Carolina at Greensboro,United States,Greensboro,NC,univ,27412-5015
46940408,Cooper R.P.,Cooper,Robin Panneton,Developmental Differences in Infant Attention to the Spectral Properties of Infant‐directed Speech,10.1111/j.1467-8624.1994.tb00841.x,137,1994-01-01,Developmental Differences in Infant Attention to the Spectral Properties of Infant-directed Speech,Natural speech preference,,60027090,Virginia Polytechnic Institute and State University,United States,Blacksburg,VA,univ,24061-0001
-1583295617,Aslin R.N.,Aslin,Richard N.,Developmental Differences in Infant Attention to the Spectral Properties of Infant‐directed Speech,10.1111/j.1467-8624.1994.tb00841.x,137,1994-01-01,Developmental Differences in Infant Attention to the Spectral Properties of Infant-directed Speech,Natural speech preference,,60027165,University of Rochester,United States,Rochester,NY,univ,14627-9000
46940408,Cooper R.P.,Cooper,Robin Panneton,Developmental Differences in Infant Attention to the Spectral Properties of Infant‐directed Speech,10.1111/j.1467-8624.1994.tb00841.x,137,1994-01-01,Developmental Differences in Infant Attention to the Spectral Properties of Infant-directed Speech,Natural speech preference,,60027090,Virginia Polytechnic Institute and State University,United States,Blacksburg,VA,univ,24061-0001
-1583295617,Aslin R.N.,Aslin,Richard N.,Developmental Differences in Infant Attention to the Spectral Properties of Infant‐directed Speech,10.1111/j.1467-8624.1994.tb00841.x,137,1994-01-01,Developmental Differences in Infant Attention to the Spectral Properties of Infant-directed Speech,Natural speech preference,,60027165,University of Rochester,United States,Rochester,NY,univ,14627-9000
-1871768164,Shultz S.,Shultz,Sarah,Three-month-olds prefer speech to other naturally occurring signals,10.1080/15475440903507830,51,2010-10-01,Three-Month-Olds Prefer Speech to Other Naturally Occurring Signals,Natural speech preference,,60005455,Yale University,United States,New Haven,CT,univ,06510-7012
-788594828,Vouloumanos A.,Vouloumanos,Athena,Three-month-olds prefer speech to other naturally occurring signals,10.1080/15475440903507830,51,2010-10-01,Three-Month-Olds Prefer Speech to Other Naturally Occurring Signals,Natural speech preference,,60021784,New York University,United States,New York,NY,univ,10012-1019
-788594828,Vouloumanos A.,Vouloumanos,Athena,Five-month-old infants' identification of the sources of vocalizations,10.1073/pnas.0906049106,42,2009-11-03,Five-month-old infants' identification of the sources of vocalizations,Natural speech preference,,60021784,New York University,United States,New York,NY,univ,10012-1019
-1697190472,Druhen M.J.,Druhen,Madelynn J.,Five-month-old infants' identification of the sources of vocalizations,10.1073/pnas.0906049106,42,2009-11-03,Five-month-old infants' identification of the sources of vocalizations,Natural speech preference,,60018474,The University of North Carolina at Greensboro,United States,Greensboro,NC,univ,27412-5015
-1388532554,Hauser M.D.,Hauser,Marc D.,Five-month-old infants' identification of the sources of vocalizations,10.1073/pnas.0906049106,42,2009-11-03,Five-month-old infants' identification of the sources of vocalizations,Natural speech preference,,60009982,Harvard University,United States,Cambridge,MA,univ,02138-3800
-188274660,Huizink A.T.,Huizink,Anouk T.,Five-month-old infants' identification of the sources of vocalizations,10.1073/pnas.0906049106,42,2009-11-03,Five-month-old infants' identification of the sources of vocalizations,Natural speech preference,,60002494,Université McGill,Canada,Montreal,QC,univ,H3A 0G4
998447624,Segal O.,Segal,Osnat,Listening preference for child-directed speech versus nonspeech stimuli in normal-hearing and hearing-impaired infants after cochlear implantation,10.1097/AUD.0b013e3182008afc,16,2011-05-01,Listening Preference for Child-Directed Speech Versus Nonspeech Stimuli in Normal-Hearing and Hearing-Impaired Infants After Cochlear Implantation,Natural speech preference,,60005681,Tel Aviv University,Israel,Tel Aviv-Yafo,Tel Aviv District,univ,6997801
-1585640803,Kishon-Rabin L.,Kishon-Rabin,Liat,Listening preference for child-directed speech versus nonspeech stimuli in normal-hearing and hearing-impaired infants after cochlear implantation,10.1097/AUD.0b013e3182008afc,16,2011-05-01,Listening Preference for Child-Directed Speech Versus Nonspeech Stimuli in Normal-Hearing and Hearing-Impaired Infants After Cochlear Implantation,Natural speech preference,,60005681,Tel Aviv University,Israel,Tel Aviv-Yafo,Tel Aviv District,univ,6997801
-1037974280,Sorcinelli A.,Sorcinelli,Andrea,Preference for speech in infancy differentially predicts language skills and autism-like behaviors,10.1016/j.jecp.2018.09.011,3,2019-02-01,Preference for speech in infancy differentially predicts language skills and autism-like behaviors,Natural speech preference,,60021784,New York University,United States,New York,NY,univ,10012-1019
1767914032,Ference J.,Ference,Jennifer,Preference for speech in infancy differentially predicts language skills and autism-like behaviors,10.1016/j.jecp.2018.09.011,3,2019-02-01,Preference for speech in infancy differentially predicts language skills and autism-like behaviors,Natural speech preference,,60002306,University of Calgary,Canada,Calgary,AB,univ,T2N 1N4
-2919092,Curtin S.,Curtin,Suzanne,Preference for speech in infancy differentially predicts language skills and autism-like behaviors,10.1016/j.jecp.2018.09.011,3,2019-02-01,Preference for speech in infancy differentially predicts language skills and autism-like behaviors,Natural speech preference,,60002306,University of Calgary,Canada,Calgary,AB,univ,T2N 1N4
-788594828,Vouloumanos A.,Vouloumanos,Athena,Preference for speech in infancy differentially predicts language skills and autism-like behaviors,10.1016/j.jecp.2018.09.011,3,2019-02-01,Preference for speech in infancy differentially predicts language skills and autism-like behaviors,Natural speech preference,,60021784,New York University,United States,New York,NY,univ,10012-1019
1355072404,Santolin C.,Santolin,Chiara,The role of prosody in infants’ preference for speech: A comparison between speech and birdsong,10.1111/infa.12295,2,2019-09-01,The role of prosody in infants’ preference for speech: A comparison between speech and birdsong,Natural speech preference,,60032942,Universitat Pompeu Fabra Barcelona,Spain,Barcelona,Barcelona,univ,08002
1374094461,Russo S.,Russo,Sofia,The role of prosody in infants’ preference for speech: A comparison between speech and birdsong,10.1111/infa.12295,2,2019-09-01,The role of prosody in infants’ preference for speech: A comparison between speech and birdsong,Natural speech preference,,60000481,Università degli Studi di Padova,Italy,Padua,PD,univ,35122
1374091356,Calignano G.,Calignano,Giulia,The role of prosody in infants’ preference for speech: A comparison between speech and birdsong,10.1111/infa.12295,2,2019-09-01,The role of prosody in infants’ preference for speech: A comparison between speech and birdsong,Natural speech preference,,60015986,Università di Trento,Italy,Trento,TN,univ,38122
-1585760781,Saffran J.R.,Saffran,Jenny R.,The role of prosody in infants’ preference for speech: A comparison between speech and birdsong,10.1111/infa.12295,2,2019-09-01,The role of prosody in infants’ preference for speech: A comparison between speech and birdsong,Natural speech preference,,60014455,Waisman Center,United States,Madison,WI,resi,53705-2280
-1987669667,Valenza E.,Valenza,Eloisa,The role of prosody in infants’ preference for speech: A comparison between speech and birdsong,10.1111/infa.12295,2,2019-09-01,The role of prosody in infants’ preference for speech: A comparison between speech and birdsong,Natural speech preference,,60000481,Università degli Studi di Padova,Italy,Padua,PD,univ,35122
1367500383,Yamashiro A.,Yamashiro,Amy,Does an Early Speech Preference Predict Linguistic and Social-Pragmatic Attention in Infants Displaying and Not Displaying Later ASD Symptoms?,10.1007/s10803-019-03924-2,0,2020-07-01,Does an Early Speech Preference Predict Linguistic and Social-Pragmatic Attention in Infants Displaying and Not Displaying Later ASD Symptoms?,Natural speech preference,,60021784,New York University,United States,New York,NY,univ,10012-1019
-2919092,Curtin S.,Curtin,Suzanne,Does an Early Speech Preference Predict Linguistic and Social-Pragmatic Attention in Infants Displaying and Not Displaying Later ASD Symptoms?,10.1007/s10803-019-03924-2,0,2020-07-01,Does an Early Speech Preference Predict Linguistic and Social-Pragmatic Attention in Infants Displaying and Not Displaying Later ASD Symptoms?,Natural speech preference,,60002306,University of Calgary,Canada,Calgary,AB,univ,T2N 1N4
-788594828,Vouloumanos A.,Vouloumanos,Athena,Does an Early Speech Preference Predict Linguistic and Social-Pragmatic Attention in Infants Displaying and Not Displaying Later ASD Symptoms?,10.1007/s10803-019-03924-2,0,2020-07-01,Does an Early Speech Preference Predict Linguistic and Social-Pragmatic Attention in Infants Displaying and Not Displaying Later ASD Symptoms?,Natural speech preference,,60021784,New York University,United States,New York,NY,univ,10012-1019
-2919092,Curtin S.,Curtin,Suzanne,Speech preference is associated with autistic-like behavior in 18-months-olds at risk for autism spectrum disorder,10.1007/s10803-013-1759-1,38,2013-09-01,Speech Preference is Associated with Autistic-Like Behavior in 18-Months-Olds at Risk for Autism Spectrum Disorder,Natural speech preference,,60002306,University of Calgary,Canada,Calgary,AB,univ,T2N 1N4
-788594828,Vouloumanos A.,Vouloumanos,Athena,Speech preference is associated with autistic-like behavior in 18-months-olds at risk for autism spectrum disorder,10.1007/s10803-013-1759-1,38,2013-09-01,Speech Preference is Associated with Autistic-Like Behavior in 18-Months-Olds at Risk for Autism Spectrum Disorder,Natural speech preference,,60021784,New York University,United States,New York,NY,univ,10012-1019
-788594828,Vouloumanos A.,Vouloumanos,Athena,Foundational tuning: How infants' attention to speech predicts language development,10.1111/cogs.12128,48,2014-11-01,Foundational Tuning: How Infants' Attention to Speech Predicts Language Development,Natural speech preference,,60021784,New York University,United States,New York,NY,univ,10012-1019
