ds_clean,long_cite,parsed_paper_title
Switch task,"Stager, C. L., & Werker, J. F. (1997). Infants listen for more phonetic detail in speech perception than in word-learning tasks. Nature, 388(6640), 381-382. doi: 10.1038/41102",Infants listen for more phonetic detail in speech perception than in word-learning tasks
Switch task,"Stager, C. L., & Werker, J. F. (1997). Infants listen for more phonetic detail in speech perception than in word-learning tasks. Nature, 388(6640), 381-382. doi: 10.1038/41103",Infants listen for more phonetic detail in speech perception than in word-learning tasks
Switch task,"Stager, C. L., & Werker, J. F. (1997). Infants listen for more phonetic detail in speech perception than in word-learning tasks. Nature, 388(6640), 381-382. doi: 10.1038/41104",Infants listen for more phonetic detail in speech perception than in word-learning tasks
Switch task,"Werker, J. F., Fennell, C. T., Corcoran, K. M., & Stager, C. L. (2002). Infants' ability to learn phonetically similar words: Effects of age and vocabulary size. Infancy, 3(1), 1-30. doi: 10.1207/S15327078IN0301_1",Infants' ability to learn phonetically similar words: Effects of age and vocabulary size
Switch task,"Werker, J. F., Fennell, C. T., Corcoran, K. M., & Stager, C. L. (2002). Infants' ability to learn phonetically similar words: Effects of age and vocabulary size. Infancy, 3(1), 1-30. doi: 10.1207/S15327078IN0301_2",Infants' ability to learn phonetically similar words: Effects of age and vocabulary size
Switch task,"Werker, J. F., Fennell, C. T., Corcoran, K. M., & Stager, C. L. (2002). Infants' ability to learn phonetically similar words: Effects of age and vocabulary size. Infancy, 3(1), 1-30. doi: 10.1207/S15327078IN0301_3",Infants' ability to learn phonetically similar words: Effects of age and vocabulary size
Switch task,"Fennell, C. T., Byers‐Heinlein, K., & Werker, J. F. (2007). Using speech sounds to guide word learning: The case of bilingual infants. Child Development, 78(5), 1510-1525. doi: 10.1111/j.1467-8624.2007.01080.x",Using speech sounds to guide word learning: The case of bilingual infants
Switch task,"Graf Estes, K., & Hay, J. F. (2015). Flexibility in bilingual infants' word learning. Child Development, 86(5), 1371-1385. doi: 10.1111/cdev.12392",Flexibility in bilingual infants' word learning
Switch task,"Graf Estes, K., & Hay, J. F. (2015). Flexibility in bilingual infants' word learning. Child Development, 86(5), 1371-1385. doi: 10.1111/cdev.12393",Flexibility in bilingual infants' word learning
Switch task,"Graf Estes, K., & Hay, J. F. (2015). Flexibility in bilingual infants' word learning. Child Development, 86(5), 1371-1385. doi: 10.1111/cdev.12394",Flexibility in bilingual infants' word learning
Switch task,"Chan, C. C., Tardif, T., Chen, J., Pulverman, R. B., Zhu, L., & Meng, X. (2011). English-and Chinese-learning infants map novel labels to objects and actions differently. Developmental Psychology, 47(5), 1459. doi: 10.1037/a0024049",English-and Chinese-learning infants map novel labels to objects and actions differently
Switch task,"Dietrich, C., Swingley, D., & Werker, J. F. (2007). Native language governs interpretation of salient speech sound differences at 18 months. Proceedings of the National Academy of Sciences, 104(41), 16027-16031. doi: 10.1073/pnas.0705270105",Native language governs interpretation of salient speech sound differences at 18 months
Switch task,"Dietrich, C., Swingley, D., & Werker, J. F. (2007). Native language governs interpretation of salient speech sound differences at 18 months. Proceedings of the National Academy of Sciences, 104(41), 16027-16031. doi: 10.1073/pnas.0705270107",Native language governs interpretation of salient speech sound differences at 18 months
Switch task,"Dietrich, C., Swingley, D., & Werker, J. F. (2007). Native language governs interpretation of salient speech sound differences at 18 months. Proceedings of the National Academy of Sciences, 104(41), 16027-16031. doi: 10.1073/pnas.0705270109",Native language governs interpretation of salient speech sound differences at 18 months
Switch task,"Galle, M. E., Apfelbaum, K. S., & McMurray, B. (2015). The role of single talker acoustic variation in early word learning. Language Learning and Development, 11(1), 66-79. doi: 10.1080/15475441.2014.895249",The role of single talker acoustic variation in early word learning
Switch task,"Graf Estes, K., & Bowen, S. (2013). Learning about sounds contributes to learning about words: Effects of prosody and phonotactics on infant word learning. Journal of experimental child psychology, 114(3), 405-417. doi: 10.1016/j.jecp.2012.10.002",Learning about sounds contributes to learning about words: Effects of prosody and phonotactics on infant word learning
Switch task,"Graf Estes, K., & Bowen, S. (2013). Learning about sounds contributes to learning about words: Effects of prosody and phonotactics on infant word learning. Journal of experimental child psychology, 114(3), 405-417. doi: 10.1016/j.jecp.2012.10.003",Learning about sounds contributes to learning about words: Effects of prosody and phonotactics on infant word learning
Switch task,"Graf Estes, K., & Bowen, S. (2013). Learning about sounds contributes to learning about words: Effects of prosody and phonotactics on infant word learning. Journal of experimental child psychology, 114(3), 405-417. doi: 10.1016/j.jecp.2012.10.004",Learning about sounds contributes to learning about words: Effects of prosody and phonotactics on infant word learning
Switch task,"Graf Estes, K., & Bowen, S. (2013). Learning about sounds contributes to learning about words: Effects of prosody and phonotactics on infant word learning. Journal of experimental child psychology, 114(3), 405-417. doi: 10.1016/j.jecp.2012.10.005",Learning about sounds contributes to learning about words: Effects of prosody and phonotactics on infant word learning
Switch task,"Graf Estes, K., & Hurley, K. (2013). Infant‐Directed Prosody Helps Infants Map Sounds to Meanings. Infancy, 18(5), 797-824. doi: 10.1111/infa.12006",Infant‐Directed Prosody Helps Infants Map Sounds to Meanings
Switch task,"Graf Estes, K., & Hurley, K. (2013). Infant‐Directed Prosody Helps Infants Map Sounds to Meanings. Infancy, 18(5), 797-824. doi: 10.1111/infa.12007",Infant‐Directed Prosody Helps Infants Map Sounds to Meanings
Switch task,"Graf Estes, K., & Hurley, K. (2013). Infant‐Directed Prosody Helps Infants Map Sounds to Meanings. Infancy, 18(5), 797-824. doi: 10.1111/infa.12008",Infant‐Directed Prosody Helps Infants Map Sounds to Meanings
Switch task,"Graf Estes, K. (2014). Learning builds on learning: Infants’ use of native language sound patterns to learn words. Journal of Experimental Child Psychology, 126, 313-327. doi: 10.1016/j.jecp.2014.05.006",Learning builds on learning: Infants’ use of native language sound patterns to learn words
Switch task,"Graf Estes, K. (2014). Learning builds on learning: Infants’ use of native language sound patterns to learn words. Journal of Experimental Child Psychology, 126, 313-327. doi: 10.1016/j.jecp.2014.05.007",Learning builds on learning: Infants’ use of native language sound patterns to learn words
Switch task,"Graf Estes, K. (2014). Learning builds on learning: Infants’ use of native language sound patterns to learn words. Journal of Experimental Child Psychology, 126, 313-327. doi: 10.1016/j.jecp.2014.05.008",Learning builds on learning: Infants’ use of native language sound patterns to learn words
Switch task,"Graf Estes, K., Evans, J. L., Alibali, M. W., & Saffran, J. R. (2007). Can infants map meaning to newly segmented words? Statistical segmentation and word learning. Psychological Science, 18(3), 254-260. doi: 10.1111/j.1467-9280.2007.01885.x",Can infants map meaning to newly segmented words? Statistical segmentation and word learning
Switch task,"Graf Estes, K. (2012). Infants generalize representations of statistically segmented words. Frontiers in Psychology, 3: 447. doi: 10.3389/fpsyg.2012.00447",Infants generalize representations of statistically segmented words
Switch task,"Graf Estes, K. (2012). Infants generalize representations of statistically segmented words. Frontiers in Psychology, 3: 447. doi: 10.3389/fpsyg.2012.00448",Infants generalize representations of statistically segmented words
Switch task,"Graf Estes, K. (2012). Infants generalize representations of statistically segmented words. Frontiers in Psychology, 3: 447. doi: 10.3389/fpsyg.2012.00449",Infants generalize representations of statistically segmented words
Switch task,"Hay, J. F., Graf Estes, K., Wang, T., & Saffran, J. R. (2015). From flexibility to constraint: The contrastive use of lexical tone in early word learning. Child Development, 86(1), 10-22. doi: 10.1111/cdev.12269",From flexibility to constraint: The contrastive use of lexical tone in early word learning
Switch task,"Hay, J. F., Graf Estes, K., Wang, T., & Saffran, J. R. (2015). From flexibility to constraint: The contrastive use of lexical tone in early word learning. Child Development, 86(1), 10-22. doi: 10.1111/cdev.12270",From flexibility to constraint: The contrastive use of lexical tone in early word learning
Switch task,"Hay, J. F., Graf Estes, K., Wang, T., & Saffran, J. R. (2015). From flexibility to constraint: The contrastive use of lexical tone in early word learning. Child Development, 86(1), 10-22. doi: 10.1111/cdev.12271",From flexibility to constraint: The contrastive use of lexical tone in early word learning
Switch task,"Hay, J. F., Pelucchi, B., Estes, K. G., & Saffran, J. R. (2011). Linking sounds to meanings: infant statistical learning in a natural language. Cognitive Psychology, 63(2), 93-106. doi: 10.1016/j.cogpsych.2011.06.002",Linking sounds to meanings: infant statistical learning in a natural language
Switch task,"Hay, J. F., Pelucchi, B., Estes, K. G., & Saffran, J. R. (2011). Linking sounds to meanings: infant statistical learning in a natural language. Cognitive Psychology, 63(2), 93-106. doi: 10.1016/j.cogpsych.2011.06.003",Linking sounds to meanings: infant statistical learning in a natural language
Switch task,"Hay, J. F., Pelucchi, B., Estes, K. G., & Saffran, J. R. (2011). Linking sounds to meanings: infant statistical learning in a natural language. Cognitive Psychology, 63(2), 93-106. doi: 10.1016/j.cogpsych.2011.06.004",Linking sounds to meanings: infant statistical learning in a natural language
Switch task,"Hay, J. F., Pelucchi, B., Estes, K. G., & Saffran, J. R. (2011). Linking sounds to meanings: infant statistical learning in a natural language. Cognitive Psychology, 63(2), 93-106. doi: 10.1016/j.cogpsych.2011.06.005",Linking sounds to meanings: infant statistical learning in a natural language
Switch task,"Rost, G. C., & McMurray, B. (2009). Speaker variability augments phonological processing in early word learning. Developmental Science, 12(2), 339-349. doi: 10.1111/j.1467-7687.2008.00786.x",Speaker variability augments phonological processing in early word learning
Switch task,"Rost, G. C., & McMurray, B. (2010). Finding the signal by adding noise: The role of noncontrastive phonetic variability in early word learning. Infancy, 15(6), 608-635. doi: 10.1111/j.1532-7078.2010.00033.x",Finding the signal by adding noise: The role of noncontrastive phonetic variability in early word learning
Switch task,"Thiessen, E. D. (2007). The effect of distributional information on children’s use of phonemic contrasts. Journal of Memory and Language, 56(1), 16-34. doi: 10.1016/j.jml.2006.07.002",The effect of distributional information on children’s use of phonemic contrasts
Switch task,"Thiessen, E. D. (2007). The effect of distributional information on children’s use of phonemic contrasts. Journal of Memory and Language, 56(1), 16-34. doi: 10.1016/j.jml.2006.07.003",The effect of distributional information on children’s use of phonemic contrasts
Switch task,"Thiessen, E. D. (2007). The effect of distributional information on children’s use of phonemic contrasts. Journal of Memory and Language, 56(1), 16-34. doi: 10.1016/j.jml.2006.07.004",The effect of distributional information on children’s use of phonemic contrasts
Switch task,"Thiessen, E. D. (2007). The effect of distributional information on children’s use of phonemic contrasts. Journal of Memory and Language, 56(1), 16-34. doi: 10.1016/j.jml.2006.07.005",The effect of distributional information on children’s use of phonemic contrasts
Switch task,"Thiessen, E. D. (2007). The effect of distributional information on children’s use of phonemic contrasts. Journal of Memory and Language, 56(1), 16-34. doi: 10.1016/j.jml.2006.07.006",The effect of distributional information on children’s use of phonemic contrasts
Switch task,"Thiessen, E. D., & Yee, M. N. (2010). Dogs, Bogs, Labs, and Lads: What Phonemic Generalizations Indicate About the Nature of Children’s Early Word‐Form Representations. Child Development, 81(4), 1287-1303. doi: 10.1111/j.1467-8624.2010.01468.x","Dogs, Bogs, Labs, and Lads: What Phonemic Generalizations Indicate About the Nature of Children’s Early Word‐Form Representations"
Switch task,"Thiessen, E.D. (2011). When variability matters more than meaning: The effect of lexical forms on use of phonemic constants. Developmental Psychology, 47, 1448-1458. doi: 10.1037/a0024439",When variability matters more than meaning: The effect of lexical forms on use of phonemic constants
Switch task,"Thiessen, E.D. (2011). When variability matters more than meaning: The effect of lexical forms on use of phonemic constants. Developmental Psychology, 47, 1448-1458. doi: 10.1037/a0024440",When variability matters more than meaning: The effect of lexical forms on use of phonemic constants
Switch task,"Thiessen, E.D. (2011). When variability matters more than meaning: The effect of lexical forms on use of phonemic constants. Developmental Psychology, 47, 1448-1458. doi: 10.1037/a0024441",When variability matters more than meaning: The effect of lexical forms on use of phonemic constants
Switch task,"Thiessen, E.D. (2011). When variability matters more than meaning: The effect of lexical forms on use of phonemic constants. Developmental Psychology, 47, 1448-1458. doi: 10.1037/a0024442",When variability matters more than meaning: The effect of lexical forms on use of phonemic constants
Switch task,"Thiessen, E.D. (2011). When variability matters more than meaning: The effect of lexical forms on use of phonemic constants. Developmental Psychology, 47, 1448-1458. doi: 10.1037/a0024443",When variability matters more than meaning: The effect of lexical forms on use of phonemic constants
Switch task,"Thiessen, E. D., & Pavlik, P. I. (2016). Modeling the role of distributional information in children’s use of phonemic contrasts. Journal of Memory and Language, 88, 117-132. doi: 10.1016/j.jml.2016.01.003",Modeling the role of distributional information in children’s use of phonemic contrasts
Switch task,"Thiessen, E. D., & Pavlik, P. I. (2016). Modeling the role of distributional information in children’s use of phonemic contrasts. Journal of Memory and Language, 88, 117-132. doi: 10.1016/j.jml.2016.01.004",Modeling the role of distributional information in children’s use of phonemic contrasts
Switch task,"Thiessen, E. D., & Pavlik, P. I. (2016). Modeling the role of distributional information in children’s use of phonemic contrasts. Journal of Memory and Language, 88, 117-132. doi: 10.1016/j.jml.2016.01.005",Modeling the role of distributional information in children’s use of phonemic contrasts
Switch task,"Zhao, Q. (2014). How Acoustic Salience Influences Infants’ Word Mapping (Unpublished Master dissertation). University of Tennessee, Knoxville.",How Acoustic Salience Influences Infants’ Word Mapping (Unpublished Master dissertation)
Switch task,"Singh, L., Fu, C. S., Tay, Z. W., & Golinkoff, R. M. (2017). Novel Word Learning in Bilingual and Monolingual Infants: Evidence for a Bilingual Advantage. Child Development. doi: 10.1111/cdev.12747",Novel Word Learning in Bilingual and Monolingual Infants: Evidence for a Bilingual Advantage
Switch task,"Singh, L., Fu, C. S., Tay, Z. W., & Golinkoff, R. M. (2017). Novel Word Learning in Bilingual and Monolingual Infants: Evidence for a Bilingual Advantage. Child Development. doi: 10.1111/cdev.12750",Novel Word Learning in Bilingual and Monolingual Infants: Evidence for a Bilingual Advantage
Switch task,"Singh, L., Fu, C. S., Tay, Z. W., & Golinkoff, R. M. (2017). Novel Word Learning in Bilingual and Monolingual Infants: Evidence for a Bilingual Advantage. Child Development. doi: 10.1111/cdev.12749",Novel Word Learning in Bilingual and Monolingual Infants: Evidence for a Bilingual Advantage
Switch task,"Singh, L., Fu, C. S., Tay, Z. W., & Golinkoff, R. M. (2017). Novel Word Learning in Bilingual and Monolingual Infants: Evidence for a Bilingual Advantage. Child Development. doi: 10.1111/cdev.12748",Novel Word Learning in Bilingual and Monolingual Infants: Evidence for a Bilingual Advantage
Mispronunciation sensitivity,"Zesiger, P., Lozeron, E. D., Levy, A., & Frauenfelder, U. H. (2012). Phonological Specificity in 12‐and 17‐Month‐Old French‐Speaking Infants. Infancy, 17(6), 591-609.",Phonological Specificity in 12‐and 17‐Month‐Old French‐Speaking Infants
Mispronunciation sensitivity,"Zesiger, P., & Jöhr, J. (2011). Les représentations phonologiques des mots chez le jeune enfant. Enfance, 3, 293–309.",Les représentations phonologiques des mots chez le jeune enfant
Mispronunciation sensitivity,"White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.",Sub-segmental detail in early lexical representations
Mispronunciation sensitivity,"White, K. S., & Aslin, R. N. (2011). Adaptation to novel accents by toddlers. Developmental Science, 14(2), 372-384. doi:10.1111/j.1467-7687.2010.00986.x",Adaptation to novel accents by toddlers
Mispronunciation sensitivity,"Bergelson, E., & Swingley, D. (2017). Young Infants ’ Word Comprehension Given An Unfamiliar Talker or Altered Pronunciations. Child Development, 0(0), 1–10. http://doi.org/10.1111/cdev.12888",Young Infants ’ Word Comprehension Given An Unfamiliar Talker or Altered Pronunciations
Mispronunciation sensitivity,"Bernier, D. E., & White, K. S. (2017). What’s a Foo? Toddlers Are Not Tolerant of Other Children’s Mispronunciations. In Proceedings of the 41st Annual Boston University Conference on Language Development (pp. 88–100).",What’s a Foo? Toddlers Are Not Tolerant of Other Children’s Mispronunciations
Mispronunciation sensitivity,"Swingley, D. (2009). Onset and codas in 1.5-year-olds’ word recognition. Journal of Memory and Language, 60, 252–269.", Onset and codas in 1.5-year-olds’ word recognition
Mispronunciation sensitivity,"Swingley, D., & Aslin, R. N. (2000). Spoken word recognition and lexical representation in very young children. Cognition, 76, 147–166.",Spoken word recognition and lexical representation in very young children
Mispronunciation sensitivity,"Swingley, D., & Aslin, R. N. (2002). Lexical neighborhoods and the word-form representations of 14-month-olds. Psychological Science, 13, 480–484.",Lexical neighborhoods and the word-form representations of 14-month-olds
Mispronunciation sensitivity,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words
Mispronunciation sensitivity,"Ren, J., & Morgan, J. L. (in press). Underspecification in Infants ’ and Adults ’ Lexical Representations.",Underspecification in Infants ’ and Adults ’ Lexical Representations.
Mispronunciation sensitivity,"Mani, N., Coleman, J., & Plunkett, K. (2008). Phonological specificity of vocalic features at 18 months. Language and Speech, 51,3–21.",Phonological specificity of vocalic features at 18 months
Mispronunciation sensitivity,"Ballem, K. D., & Plunkett, K. (2005). Phonological specificity in children at 1; 2. Journal of Child Language, 32(01), 159-173.",Phonological specificity in children at 1
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Does size matter? Subsegmental cues to vowel mispronunciation detection
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",Twelve-month-olds know their cups from their keps and tups
Mispronunciation sensitivity,"Tao, Y., Qinmei, X., & Plunkett, K. (2012). Phonological specificity of tones in early lexical representation at 16 months of age. Acta Psychologica Sinica, 44(8), 1066–1074. http://doi.org/10.3724/SP.J.1041.2012.01066",Phonological specificity of tones in early lexical representation at 16 months of age
Mispronunciation sensitivity,"Skoruppa, K., Mani, N., Plunkett, K., Cabrol, D., & Peperkamp, S. (2013). Early word recognition in sentence context: French and English 24-month-olds' sensitivity to sentence-medial mispronunciations and assimilations. Infancy, 18, 1007-1029.",Early word recognition in sentence context: French and English 24-month-olds' sensitivity to sentence-medial mispronunciations and assimilations
Mispronunciation sensitivity,"Delle Luche, C., Durrant, S., Poltrock, S., & Floccia, C. (2015). A methodological investigation of the Intermodal Preferential Looking paradigm: Methods of analyses, picture selection and data rejection criteria. Infant Behavior and Development, 40, 151–172. http://doi.org/10.1016/j.infbeh.2015.05.005","A methodological investigation of the Intermodal Preferential Looking paradigm: Methods of analyses, picture selection and data rejection criteria"
Mispronunciation sensitivity,"Durrant, S., Delle Luche, C., Cattani, A., & Floccia, C. (2014). Monodialectal and multidialectal infants ’ representation of familiar words. Journal of Child Language. http://doi.org/10.1017/S0305000914000063",Monodialectal and multidialectal infants ’ representation of familiar words
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",Phonological specificity of consonants and vowels in early lexical representations
Mispronunciation sensitivity,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Asymmetries in Early Word Recognition : The Case of Stops and Fricatives
Mispronunciation sensitivity,"Van der Feest, S. V. H. & Fikkert, P. (2015). Building phonological lexical representations. Phonology, 32(2), 207-239, doi: 10.1017/S0952675715000135",Building phonological lexical representations
Mispronunciation sensitivity,NA,
Mispronunciation sensitivity,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",Phonetic Detail in the Developing Lexicon
Mispronunciation sensitivity,"Höhle, B., van de Vijver, R., & Weissenborn, J. (2006). Word processing at 19 months and its relation to language performance at 30 months: A retrospective analysis of data from German learning children. International Journal of Speech-Language Pathology, 8(4), 356–363. doi:10.1080/14417040600970614",Word processing at 19 months and its relation to language performance at 30 months: A retrospective analysis of data from German learning children
Mispronunciation sensitivity,"Altvater-Mackensen, N. (2010). Do manners matter? Asymmetries in the acquisition of manner of articulation features. Doctoral Dissertation, Radboud University Nijmegen. Chapter 5: The perception of obstruents in German toddlers",Do manners matter? Asymmetries in the acquisition of manner of articulation features
Mispronunciation sensitivity,"Tamasi, K. (2016). Measuring children ’ s sensitivity to phonological detail using eye tracking and pupillometry. University of Potsdam.",Measuring children ’ s sensitivity to phonological detail using eye tracking and pupillometry
Mispronunciation sensitivity,"Tao, Y., & Qinmei, X. (2013). Phonological Specificity of Lexical Tones in 12-month-old Chinese-speaking Infants. Acta Psychologica Sinica, 45(10), 1111–1118. http://doi.org/10.3724/SP.J.1041.2013.01111",Phonological Specificity of Lexical Tones in 12-month-old Chinese-speaking Infants
Mispronunciation sensitivity,"Wewalaarachchi, T. D., Wong, L. H., & Singh, L. (2017). Vowels , consonants , and lexical tones : Sensitivity to phonological variation in monolingual Mandarin and bilingual English – Mandarin toddlers. Journal of Experimental Child Psychology, 159, 16–33. http://doi.org/10.1016/j.jecp.2017.01.009","Vowels , consonants , and lexical tones : Sensitivity to phonological variation in monolingual Mandarin and bilingual English – Mandarin toddlers"
Mispronunciation sensitivity,need means/sds or d,
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Vowel categorization during word recognition in bilingual toddlers
Mispronunciation sensitivity,"Ramon-Casas, M., & Bosch, L. (2010). Are non-cognate words phonologically better specified than cognates in the early lexicon of bilingual children? Selected Proceedings of the 4th Conference on Laboratory Approaches to Spanish Phonology, 31–36.",Are non-cognate words phonologically better specified than cognates in the early lexicon of bilingual children? 
Mispronunciation sensitivity,"Højen, A., Madsen, T. O., Vach, W., Basbøll, H., Caporali, S., & Blese, D. Contributions of vocalic and consonantal information when Danish 20-month-olds recognize familiar words",Contributions of vocalic and consonantal information when Danish 20-month-olds recognize familiar words
Prosocial agents,NA,
Simple arithmetic competences,"Simon, T. J., Hespos, S. J., & Rochat, P. (1995). Do infants understand simple arithmetic? A replication of Wynn (1992). Cognitive Development, 10, 253–269.",Do infants understand simple arithmetic? A replication of Wynn (1992)
Simple arithmetic competences,"Wakeley, A., Rivera, S., & Langer, J. (2000). Can young infants add and subtract? Child Development, 71, 1525–1534.",Can young infants add and subtract?
Simple arithmetic competences,"Cohen, L. B., & Marks, K. S. (2002). How infants process addition and subtraction events. Developmental Science, 5, 186–201. 
",How infants process addition and subtraction events
Simple arithmetic competences,"McCrink, K., & Wynn, K. (2004). Large-number addition and subtraction by 9-month-old infants. Psychological Science, 15, 776–781.",Large-number addition and subtraction by 9-month-old infants
Simple arithmetic competences,"Berger, A., Tzur, G., & Posner, M. I. (2006). Infant brains detect arithmetic errors. Proceedings of the National Academy of Sciences of the United States of America, 103, 12649 –12653.",Infant brains detect arithmetic errors
Simple arithmetic competences,"Moore, D. S., & Cocas, L. A. (2006). Perception precedes computation: Can familiarity preferences explain apparent calculation by human ba- bies? Developmental Psychology, 42, 666–678.",Perception precedes computation: Can familiarity preferences explain apparent calculation by human ba- bies? 
Symbolic play,"Acredolo, L., & Goodwyn, S. (1988). Symbolic gesturing in normal infants. Child Development, 59(2), 450-466.",Symbolic gesturing in normal infants
Symbolic play,"O'Reilly, A. W., Painter, K. M., & Bornstein, M. H. (1997). Relations between language and symbolic gesture development in early childhood. Cognitive Development, 12(2), 185-197.",Relations between language and symbolic gesture development in early childhood
Symbolic play,"Bates, E., Bretherton, I., Synder, L., Shore, C., & Volterra, V. (1980). Vocal and gestural symbols at 13 months. Merrill-Palmer Quarterly, 26(4), 407-423.",Vocal and gestural symbols at 13 months
Symbolic play,"Youngblade, L. M., & Dunn, J. (1995). Individual differences in young children's pretend play with mother and sibling: links to relationships and understanding of other people's feelings and beliefs. Child Development, 66(5), 1472-1492.",Individual differences in young children's pretend play with mother and sibling: links to relationships and understanding of other people's feelings and beliefs
Symbolic play,"Pellegrini, A. D., Galda, L., Dresden, J., & Cox, S. (1991). A longitudinal study of the predictive relations among symbolic play, linguistic verbs, and early literacy. Research in the Teaching of English, 25(2), 219-235.","A longitudinal study of the predictive relations among symbolic play, linguistic verbs, and early literacy"
Symbolic play,"Shore, C. (1986). Combinatorial play, conceptual development, and early multiword speech. Developmental Psychology, 22(2), 184-190.","Combinatorial play, conceptual development, and early multiword speech"
Symbolic play,"Callaghan, T. C., & Rankin, M. P. (2002). Emergence of graphic symbol functioning and the question of domain specificity: A longitudinal training study. Child development, 73(2), 359-376.",Emergence of graphic symbol functioning and the question of domain specificity: A longitudinal training study
Symbolic play,"Tamis-LeMonda, C. S., & Bornstein, M. H. (1994). Specificity in mother-toddler language- play relations across the second year. Developmental Psychology, 30(2), 283-292.",Specificity in mother-toddler language- play relations across the second year
Symbolic play,"Tamis-LeMonda, C. S., & Bornstein, M. H. (1990). Language, play, and attention at one year. Infant Behavior and Development, 13(1), 85-98.","Language, play, and attention at one year"
Symbolic play,"Kirkham, J., Stewart, A., & Kidd, E. (2013). Concurrent and longitudinal relationships between development in graphic, language and symbolic play domains from the fourth to the fifth year. Infant and Child Development, (22)3, 297-319.","Concurrent and longitudinal relationships between development in graphic, language and symbolic play domains from the fourth to the fifth year"
Symbolic play,"Casby, M. W., & Corte, M. D. (1987). Symbolic play performance and early language development. Journal of Psycholinguistic Research, 16(1), 31 - 42. Retrieved from https://search-proquest-com.virtual.anu.edu.au/docview/1300148636",Symbolic play performance and early language development
Symbolic play,"Casby, M. W., & Corte, M. D. (1987). Symbolic play performance and early language development. Journal of Psycholinguistic Research, 16(1), 31 - 42. Retrieved from https://search-proquest-com.virtual.anu.edu.au/docview/1300148637",Symbolic play performance and early language development
Symbolic play,"Jurkovic, G. J. (1978). Relation of psycholinguistic development to imaginative play of disadvantaged preschool children. Psychology in the Schools, 15(4), 560-564.",Relation of psycholinguistic development to imaginative play of disadvantaged preschool children
Symbolic play,"Lillard, A. S., & Kavanaugh, R. D. (2014). The contribution of symbolic skills to the development of an explicit theory of mind. Child Development, 85(4), 1535-1551.",The contribution of symbolic skills to the development of an explicit theory of mind
Symbolic play,"Lyytinen, P., Laakso, M., Poikkeus, A., & Rita, N. (1999). The development and predictive relations of play and language across the second year. Scandinavian Journal of Psychology, 40, 177-186.",The development and predictive relations of play and language across the second year
Symbolic play,"Lyytinen, P. (July-August, 1983). Symbolic play and early language. Paper presented at the biennial meeting of the International Society for the Study of Behavioral Development. Munich, West Germany.",Symbolic play and early language
Symbolic play,"Lyytinen, P., Poikkeus, A., & Laakso, M. (1997). Language and symbolic play in toddlers. International Journal of Behavioral Development, 21(2), 289-302.",Language and symbolic play in toddlers
Symbolic play,"Laakso, M., Poikkeus, A., Katajamaki, J., & Lyytinen, P. (1999). Early intentional communication as a predictor of language development in young toddlers. First Language, 19(56, Pt 2), 207-231.",Early intentional communication as a predictor of language development in young toddlers
Symbolic play,"Lyytinen, P., Poikkeus, A.-M., Laakso, M.-L., Eklund, K., & Lyytinen, H. (2001). Language development and symbolic play in children with and without familial risk for dyslexia. Journal of Speech, Language, and Hearing Research, 44(4), 873-885.",Language development and symbolic play in children with and without familial risk for dyslexia
Symbolic play,"Smith, L. B., & Jones, S. S. (2011). Symbolic play connects to language through visual object recognition. Developmental science, 14(5), 1142-1149.",Symbolic play connects to language through visual object recognition
Symbolic play,"McCune, L. (1995). A normative study of representational play at the transition to language. Developmental Psychology, 31(2), 198-206.",A normative study of representational play at the transition to language
Symbolic play,"Bornstein, M. H., Haynes, M. O., O'Reilly, A. W., & Painter, K. M. (1996). Solitary and collaborative pretense play in early childhood: Sources of individual variation in the development of representational competence. Child Development, 67(6), 2910-2929.",Solitary and collaborative pretense play in early childhood: Sources of individual variation in the development of representational competence
Symbolic play,"Hall, S., Rumney, L., Holler, J., & Kidd, E. (2013). Associations among play, gesture, and early spoken language acquisition. First Language, 33, 294 – 312.","Associations among play, gesture, and early spoken language acquisition"
