ds_clean,native_lang,infant_type,infant_type_clincal,infant_type_language,infant_native_lang,response_mode,method,dependent_measure,looking,behavioral_measure,...12,unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,exposure_phase,participant_design,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year,doi,original_ma,2nd coder,stimulus_set,lab,main_question_IDS_preference,trial_control,human_coded,data_from_figure,effect_significance_reported,fussers,non_criterion,criterion,criterion_definition,exclusionCriteria,num_minimum_trials,mean_vocab,speaker_fam,speaker_experience,speaker_female,presentation,setting,Coder 1 Comments,Coder 2 Comments
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,80,Lewkowicz et al. (2015),"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147–162. https://doi.org/10.1016/j.jecp.2014.10.006.",Lewkowicz2015,yes,CC,2,8_mos_English_first_block,30,familiarization,within_one,NA,NA,55,55,265.4,265.4,NA,NA,NA,NA,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.25630332,0.018779013,0.252676386,0.018251292,0.127112139,0.004470844,0.127803458,0.019230769,0.464882799,0.061780475,d_one,265.4,55,Lewkowicz et al. (2015) NA,NA,8.719686236,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,81,Lewkowicz et al. (2015),"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147–162. https://doi.org/10.1016/j.jecp.2014.10.006.",Lewkowicz2015,yes,CC,2,8_mos_English_second_block,30,familiarization,within_one,NA,NA,55,55,265.4,265.4,NA,NA,NA,NA,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.33516588,0.019203056,0.330422967,0.018663419,0.16527817,0.004417988,0.166808289,0.019230769,0.60792366,0.063175522,d_one,265.4,55,Lewkowicz et al. (2015) NA,NA,8.719686236,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,82,Lewkowicz et al. (2015),"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147–162. https://doi.org/10.1016/j.jecp.2014.10.006.",Lewkowicz2015,yes,CC,2,8_mos_Spanish_first_block,30,familiarization,within_one,NA,NA,55,55,265.4,265.4,NA,NA,NA,NA,NA,NA,NA,NA,non-native,passage,NA,NA,NA,NA,NA,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.25630332,0.018779013,0.252676386,0.018251292,0.127112139,0.004470844,0.127803458,0.019230769,0.464882799,0.061780475,d_one,265.4,55,Lewkowicz et al. (2015) NA,NA,8.719686236,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,83,Lewkowicz et al. (2015),"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147–162. https://doi.org/10.1016/j.jecp.2014.10.006.",Lewkowicz2015,yes,CC,2,8_mos_Spanish_second_block,30,familiarization,within_one,NA,NA,55,55,265.4,265.4,NA,NA,NA,NA,NA,NA,NA,NA,non-native,passage,NA,NA,NA,NA,NA,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.27601896,0.018874422,0.272113031,0.01834402,0.136713655,0.004458939,0.137575091,0.019230769,0.500643014,0.062094361,d_one,265.4,55,Lewkowicz et al. (2015) NA,NA,8.719686236,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,84,Lewkowicz et al. (2015),"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147–162. https://doi.org/10.1016/j.jecp.2014.10.006.",Lewkowicz2015,yes,CC,3,12_mos_English_first_block,31,familiarization,within_one,NA,NA,48,48,392,392,NA,NA,NA,NA,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.70819672,0.026057735,0.696650034,0.025214954,0.333789929,0.004570593,0.347087348,0.022222222,1.28452676,0.085726513,d_one,392,48,Lewkowicz et al. (2015) NA,NA,12.87911456,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,85,Lewkowicz et al. (2015),"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147–162. https://doi.org/10.1016/j.jecp.2014.10.006.",Lewkowicz2015,yes,CC,3,12_mos_English_second_block,31,familiarization,within_one,NA,NA,48,48,392,392,NA,NA,NA,NA,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.3442623,0.022067881,0.338649328,0.021354142,0.169636405,0.005054267,0.171292271,0.022222222,0.624422741,0.072600417,d_one,392,48,Lewkowicz et al. (2015) NA,NA,12.87911456,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,86,Lewkowicz et al. (2015),"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147–162. https://doi.org/10.1016/j.jecp.2014.10.006.",Lewkowicz2015,yes,CC,3,12_mos_Spanish_first_block,31,familiarization,within_one,NA,NA,48,48,392,392,NA,NA,NA,NA,NA,NA,NA,NA,non-native,passage,NA,NA,NA,NA,NA,0.625,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.24590164,0.021463204,0.241892374,0.020769023,0.122031907,0.005129634,0.122643136,0.022222222,0.446016238,0.070611112,d_one,392,48,Lewkowicz et al. (2015) NA,NA,12.87911456,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,87,Lewkowicz et al. (2015),"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147–162. https://doi.org/10.1016/j.jecp.2014.10.006.",Lewkowicz2015,yes,CC,3,12_mos_Spanish_second_block,31,familiarization,within_one,NA,NA,48,48,392,392,NA,NA,NA,NA,NA,NA,NA,NA,non-native,passage,NA,NA,NA,NA,NA,0.625,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.78688525,0.027283212,0.774055599,0.026400795,0.366124311,0.00442913,0.383940089,0.022222222,1.427251966,0.089758171,d_one,392,48,Lewkowicz et al. (2015) NA,NA,12.87911456,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,32,Poulindubois et al. (1994),"Poulindubois, D., Serbin, L. A., Kenyon, B., & Derbyshire, A. (1994). Infants’ Intermodal Knowledge about Gender. Developmental Psychology, 30(3), 436–442. https://doi.org/10.1037/0012-1649.30.3.436.",Poulindubois1994,yes,CC,1,9_mo_infants,32,familiarization,within_one,NA,NA,20,20,274.55,274.55,2.01,1.88,0.4,0.26,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.325,0.052640625,0.311458333,0.048345296,0.160396069,0.012170353,0.161793198,0.058823529,0.589484793,0.173180715,group_means_one,274.55,20,Poulindubois et al. (1994) NA,NA,9.020308425,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,33,Poulindubois et al. (1994),"Poulindubois, D., Serbin, L. A., Kenyon, B., & Derbyshire, A. (1994). Infants’ Intermodal Knowledge about Gender. Developmental Psychology, 30(3), 436–442. https://doi.org/10.1037/0012-1649.30.3.436.",Poulindubois1994,yes,CC,1,12_mo_infants,33,familiarization,within_one,NA,NA,24,24,369.67,369.67,1.92,1.61,0.41,0.28,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.756097561,0.05357674,0.730321508,0.049986047,0.353622392,0.008971556,0.369577833,0.047619048,1.371409275,0.17626041,group_means_one,369.67,24,Poulindubois et al. (1994) NA,NA,12.145465,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,34,Poulindubois et al. (1994),"Poulindubois, D., Serbin, L. A., Kenyon, B., & Derbyshire, A. (1994). Infants’ Intermodal Knowledge about Gender. Developmental Psychology, 30(3), 436–442. https://doi.org/10.1037/0012-1649.30.3.436.",Poulindubois1994,yes,CC,2,9_mo_infants_2,34,familiarization,within_one,NA,NA,20,20,275.95,275.95,2.05,1.86,0.29,0.24,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.655172414,0.060731272,0.627873563,0.055775769,0.31130813,0.011182567,0.321993266,0.058823529,1.188351308,0.199797877,group_means_one,275.95,20,Poulindubois et al. (1994) NA,NA,9.066305263,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,72,Hillairet de Boisferon et al. (2015),"Hillairet de Boisferon, A. H., Dupierrix, E., Quinn, P. C., Loevenbruck, H., Lewkowicz, D. J., Lee, K., & Pascalis, O. (2015). Perception of Multisensory Gender Coherence in 6-and 9-month-old Infants. Infancy, 20(6), 661–674. https://doi.org/10.1111/infa.12088.",Hillairet2015,yes,CC,1,6_mos_female_voice,35,familiarization,within_one,NA,NA,48,48,193,193,0.53,0.5,NA,NA,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.49,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.33,0.021967708,0.324619565,0.02125721,0.162798783,0.005066733,0.164260339,0.022222222,0.59855379,0.072270864,d_one,193,48,Hillairet de Boisferon et al. (2015) NA,NA,6.340992628,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,73,Hillairet de Boisferon et al. (2015),"Hillairet de Boisferon, A. H., Dupierrix, E., Quinn, P. C., Loevenbruck, H., Lewkowicz, D. J., Lee, K., & Pascalis, O. (2015). Perception of Multisensory Gender Coherence in 6-and 9-month-old Infants. Infancy, 20(6), 661–674. https://doi.org/10.1111/infa.12088.",Hillairet2015,yes,CC,1,6_mos_male_voice,35,familiarization,within_one,NA,NA,48,48,193,193,0.5,0.5,NA,NA,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.02,0.0208375,0.019673913,0.020163556,0.0099995,0.005207813,0.009999833,0.022222222,0.036275987,0.068552627,d_one,193,48,Hillairet de Boisferon et al. (2015) NA,NA,6.340992628,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,74,Hillairet de Boisferon et al. (2015),"Hillairet de Boisferon, A. H., Dupierrix, E., Quinn, P. C., Loevenbruck, H., Lewkowicz, D. J., Lee, K., & Pascalis, O. (2015). Perception of Multisensory Gender Coherence in 6-and 9-month-old Infants. Infancy, 20(6), 661–674. https://doi.org/10.1111/infa.12088.",Hillairet2015,yes,CC,2,9_mos_female_voice,36,familiarization,within_one,NA,NA,47,47,285,285,0.55,0.5,NA,NA,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.54,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.6,0.025106383,0.59,0.024276478,0.287347886,0.004846684,0.295673048,0.022727273,1.088279619,0.082596689,d_one,285,47,Hillairet de Boisferon et al. (2015) NA,NA,9.363641964,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,75,Hillairet de Boisferon et al. (2015),"Hillairet de Boisferon, A. H., Dupierrix, E., Quinn, P. C., Loevenbruck, H., Lewkowicz, D. J., Lee, K., & Pascalis, O. (2015). Perception of Multisensory Gender Coherence in 6-and 9-month-old Infants. Infancy, 20(6), 661–674. https://doi.org/10.1111/infa.12088.",Hillairet2015,yes,CC,2,9_mos_male_voice,36,familiarization,within_one,NA,NA,47,47,285,285,0.49,0.5,NA,NA,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.54,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.1,0.021382979,0.098333333,0.020676152,0.049937617,0.005305851,0.04997919,0.022727273,0.181379936,0.07034718,d_one,285,47,Hillairet de Boisferon et al. (2015) NA,NA,9.363641964,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
