study_ID,long_cite,short_cite,doi,peer_reviewed,coder1,coder2,expt_num,expt_condition,same_infant,response_mode,task,exposure_phase,method,dependent_measure,participant_design,native_lang1,native_lang2,test_lang1,percentV_tl1,deltaC_tl1,deltaV_tl1,VarcoC_tl1,VarcoV_tl1,nPVI-C_tl1,nPVI-V_tl1,nPVI-CV_tl1,rPVI-C_tl1,rPVI-V_tl1,rPVI-CV_tl1,nFinalC_tl1,nFinalV_tl1,nFinalCV_tl1,speechrate_tl1,test_lang2,percentV_tl2,deltaC_tl2,deltaV_tl2,VarcoC_tl2,VarcoV_tl2,nPVI-C_tl2,nPVI-V_tl2,nPVI-CV_tl2,rPVI-C_tl2,rPVI-V_tl2,rPVI-CV_tl2,nFinalC_tl2,nFinalV_tl2,nFinalCV_tl2,speechrate_tl2,test_lang_lab,rhythm_contrast,native_lang,native_accent,same_lang,rhythm_class,speech_manip,speech_manip_specific,trial_control,num_trials,infant_type,modality,same_speaker,register,group_name_1,group_name_2,n_1,n_2,n_excluded_1,n_excluded_2,mean_age_1,age_range_1,mean_age_2,age_range_2,gender_1,gender_2,x_1,x_2,SD_1,SD_2,corr,r,t,F,d,d_var,g,g_SE,p_val_reported,all_null,imprecise,source_of_data,source_of_durational_metrics,stimuli_link,paper_link,data_link,comments,controlled for speech rate?
nacargarcia18,"Nacar Garcia, L., Guerrero-Mosquera, C., Colomer, M., & Sebastian-Galles, N. (2018). Evoked and oscillatory EEG activity differentiates language discrimination in young monolingual and bilingual infants. Scientific Reports, 8(1), 2770. https://doi.org/10.1038/s41598-018-20824-0",Nacar Garcia et al. (2018),10.1038/s41598-018-20824-0,yes,LG,,1,theta_2,mono,EEG,discrim,test_only,PA,mean_amplitude,within_two,Central Catalan/Castilian Spanish,,Central Catalan/Castilian Spanish,47.665,32.60595,28.02819,47.01,37.58111,,37.13903,,56.45,27.7815,,,,,,German,40.40548,63.38281,45.6254,55.46571,51.5,,53.90459,,66.50108,,,,,,5.478198,CaCe/SpCs-Ge,native_forclassforeign,yesno,yesno,lang,diff,none,none,fixed,,typical,audio,diff,,test_lang1,test_lang2,28,,31,,139.76,30.44,,,0.5,,0.320,-0.129,1.113,1.250,-0.1412815,,-1.330,,0.026,,,,0.962,,Y,paper,,,https://drive.google.com/file/d/1qinr-gD5JVOI7SzRwfJRAS8nye5guXWx/view?usp=sharing,https://drive.google.com/drive/folders/1UiCkHvTaZG3J26btvdgHcGN5QNf6fH-e?usp=sharing,"conflates native_lang1 and test_lang1 = Catalan and Spanish; x, SD, corr, t calculated from raw data; reported as t=0.047; dialect variety from Nacar Garcia email 12/05/2020",no
nacargarcia18,"Nacar Garcia, L., Guerrero-Mosquera, C., Colomer, M., & Sebastian-Galles, N. (2018). Evoked and oscillatory EEG activity differentiates language discrimination in young monolingual and bilingual infants. Scientific Reports, 8(1), 2770. https://doi.org/10.1038/s41598-018-20824-0",Nacar Garcia et al. (2018),10.1038/s41598-018-20824-0,yes,LG,,1,thetabi_2,bi,EEG,discrim,test_only,PA,mean_amplitude,within_two,Central Catalan,Castilian Spanish,Central Catalan/Castilian Spanish,47.665,32.60595,28.02819,47.01,37.58111,,37.13903,,56.45,27.7815,,,,,,German,40.40548,63.38281,45.6254,55.46571,51.5,,53.90459,,66.50108,,,,,,5.478198,CaCe/SpCs-Ge,native_forclassforeign,yesno,yesno,lang,diff,none,none,fixed,,bilingual,audio,diff,,test_lang1,test_lang2,28,,24,,135.76,30.44,,,0.465,,0.813,0.036,0.788,0.333,-0.01412252,,-4.778,,2.867,,,,<0.001,,Y,paper,,,https://drive.google.com/file/d/1qinr-gD5JVOI7SzRwfJRAS8nye5guXWx/view?usp=sharing,https://drive.google.com/drive/folders/1UiCkHvTaZG3J26btvdgHcGN5QNf6fH-e?usp=sharing,"conflates native_lang1 and test_lang1 = Catalan and Spanish; x, SD, corr, t calculated from raw data; reported as t=4.77; dialect variety from Nacar Garcia email 12/05/2020",no
nacargarcia18,"Nacar Garcia, L., Guerrero-Mosquera, C., Colomer, M., & Sebastian-Galles, N. (2018). Evoked and oscillatory EEG activity differentiates language discrimination in young monolingual and bilingual infants. Scientific Reports, 8(1), 2770. https://doi.org/10.1038/s41598-018-20824-0",Nacar Garcia et al. (2018),10.1038/s41598-018-20824-0,yes,LG,,1,theta_3,mono,EEG,discrim,test_only,PA,mean_amplitude,within_two,Central Catalan/Castilian Spanish,,German,40.40548,63.38281,45.6254,55.46571,51.5,,53.90459,,66.50108,,,,,,5.478198,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,Ge-It,natclassforeign_forclassforeign,nono,nono,lang,diff,none,none,fixed,,typical,audio,diff,,test_lang1,test_lang2,28,,31,,139.76,30.44,,,0.5,,-0.129,0.270,1.250,0.992,0.3090601,,-1.5836,,0.665,,,,0.241,,Y,paper,,,https://drive.google.com/file/d/1qinr-gD5JVOI7SzRwfJRAS8nye5guXWx/view?usp=sharing,https://drive.google.com/drive/folders/1UiCkHvTaZG3J26btvdgHcGN5QNf6fH-e?usp=sharing,"conflates native_lang1 = Catalan and Spanish; x, SD, corr, t calculated from raw data; reported as t=1.198; dialect variety from Nacar Garcia email 12/05/2020",no
nacargarcia18,"Nacar Garcia, L., Guerrero-Mosquera, C., Colomer, M., & Sebastian-Galles, N. (2018). Evoked and oscillatory EEG activity differentiates language discrimination in young monolingual and bilingual infants. Scientific Reports, 8(1), 2770. https://doi.org/10.1038/s41598-018-20824-0",Nacar Garcia et al. (2018),10.1038/s41598-018-20824-0,yes,LG,,1,thetabi_3,bi,EEG,discrim,test_only,PA,mean_amplitude,within_two,Central Catalan,Castilian Spanish,German,40.40548,63.38281,45.6254,55.46571,51.5,,53.90459,,66.50108,,,,,,5.478198,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,Ge-It,natclassforeign_forclassforeign,nono,nono,lang,diff,none,none,fixed,,bilingual,audio,diff,,test_lang1,test_lang2,28,,24,,135.76,30.44,,,0.465,,0.036,-0.100,0.333,0.267,0.2473105,,-1.935,,-0.171,,,,0.759,,Y,paper,,,https://drive.google.com/file/d/1qinr-gD5JVOI7SzRwfJRAS8nye5guXWx/view?usp=sharing,https://drive.google.com/drive/folders/1UiCkHvTaZG3J26btvdgHcGN5QNf6fH-e?usp=sharing,"direction of novelty/familarity preference not meaningful; x, SD, corr, t calculated from raw data; reported as t=-0.309; dialect variety from Nacar Garcia email 12/05/2020",no
nazzi00,"Nazzi, T., Jusczyk, P. W., & Johnson, E. K. (2000). Language discrimination by English-learning 5-month-olds: Effects of rhythm and familiarity. Journal of Memory and Language, 43(1), 1-19. https://doi.org/10.1006/jmla.2000.2698
",Nazzi et al. (2000),10.1006/jmla.2000.2698,yes,LG,,1,1,1,behavior,discrim,familiarization,HPP,looking_time,within_two,Mid-Atlantic American English (Baltimore),,Standard British English,54.83312,40.62226,39.56985,50.88716,58.51786,,57.79036,49,55.97169,40.971,102,1.19,1.59,1.35,5.2,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,EnBrSt-Ja,nonnatdialect_forclassforeign,yesno,nono,lang,diff,none,none,infant_all,8,typical,audio,diff,ADS,familiarized,novel,20,,10,,148,31,,,0.35,,8.220,9.250,2.060,3.250,,,,5.060,,,,,0.037,,,paper,,,https://drive.google.com/file/d/1esfSehLJIKEArHisnDdaD78F1F17H7A2/view?usp=sharing,,"info on dialect varieties; and infant-controlled test phase from Nazzi, email 11/05/2020",yes
nazzi00,"Nazzi, T., Jusczyk, P. W., & Johnson, E. K. (2000). Language discrimination by English-learning 5-month-olds: Effects of rhythm and familiarity. Journal of Memory and Language, 43(1), 1-19. https://doi.org/10.1006/jmla.2000.2698
",Nazzi et al. (2000),10.1006/jmla.2000.2698,yes,LG,,2,2,2,behavior,discrim,familiarization,HPP,looking_time,within_two,Mid-Atlantic American English (Baltimore),,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,It-Ja,between_forclassforeigns,nono,nono,lang,diff,none,none,infant_all,8,typical,audio,diff,ADS,familiarized,novel,20,,10,,157,45,,,0.45,,5.810,7.800,2.220,3.260,,,,5.690,,,,,0.028,,,paper,,,https://drive.google.com/file/d/1esfSehLJIKEArHisnDdaD78F1F17H7A2/view?usp=sharing,,"info on dialect varieties; and infant-controlled test phase from Nazzi, email 11/05/2020",yes
nazzi00,"Nazzi, T., Jusczyk, P. W., & Johnson, E. K. (2000). Language discrimination by English-learning 5-month-olds: Effects of rhythm and familiarity. Journal of Memory and Language, 43(1), 1-19. https://doi.org/10.1006/jmla.2000.2698
",Nazzi et al. (2000),10.1006/jmla.2000.2698,yes,LG,,3,3,3,behavior,discrim,familiarization,HPP,looking_time,within_two,Mid-Atlantic American English (Baltimore),,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,Castilian Spanish,46.84957,31.044,26.03228,46,36.94021,,36.92072,29,45.1,26.932,51,1.05,1.15,1.1,8,It-SpCs,within_forclassforeigns,nono,nono,lang,same,none,none,infant_all,8,typical,audio,diff,ADS,familiarized,novel,20,,7,,148,29,,,0.4,,7.520,7.590,2.980,2.570,,,,,,,,,,,,paper,,,https://drive.google.com/file/d/1esfSehLJIKEArHisnDdaD78F1F17H7A2/view?usp=sharing,,"info on dialect varieties; and infant-controlled test phase from Nazzi. Reported as F<1, exact F-value not available, email 11/05/2020",yes
nazzi00,"Nazzi, T., Jusczyk, P. W., & Johnson, E. K. (2000). Language discrimination by English-learning 5-month-olds: Effects of rhythm and familiarity. Journal of Memory and Language, 43(1), 1-19. https://doi.org/10.1006/jmla.2000.2698
",Nazzi et al. (2000),10.1006/jmla.2000.2698,yes,LG,,4,4,4,behavior,discrim,familiarization,HPP,looking_time,within_two,Mid-Atlantic American English (Baltimore),,Standard British English,54.83312,40.62226,39.56985,50.88716,58.51786,,57.79036,49,55.97169,40.971,102,1.19,1.59,1.35,5.2,Dutch,41.6701,50.52408,46.50909,44.93071,64.453,,77.65638,,52.80688,,,,,,6,EnBrSt-Du,nonnatdialect_natclassforeign,yesno,nono,lang,same,none,none,infant_all,8,typical,audio,diff,ADS,familiarized,novel,20,,5,,156,26,,,0.5,,6.790,8.500,3.290,3.080,,,,6.730,,,,,0.018,,,paper,,,https://drive.google.com/file/d/1esfSehLJIKEArHisnDdaD78F1F17H7A2/view?usp=sharing,,"info on dialect varieties; and infant-controlled test phase from Nazzi, email 11/05/2020",yes
nazzi00,"Nazzi, T., Jusczyk, P. W., & Johnson, E. K. (2000). Language discrimination by English-learning 5-month-olds: Effects of rhythm and familiarity. Journal of Memory and Language, 43(1), 1-19. https://doi.org/10.1006/jmla.2000.2698
",Nazzi et al. (2000),10.1006/jmla.2000.2698,yes,LG,,5,5,5,behavior,discrim,familiarization,HPP,looking_time,within_two,Mid-Atlantic American English (Baltimore),,Mid-Atlantic American English,50.25,56.85,57.77,57.79,56.18,,58.95,,66.86,,,,,,6.62,Standard British English,54.83312,40.62226,39.56985,50.88716,58.51786,,57.79036,49,55.97169,40.971,102,1.19,1.59,1.35,5.2,EnAmMidat-EnBrSt,native_nonnatdialect,yesyes,yesno,accent,same,none,none,infant_all,8,typical,audio,diff,ADS,familiarized,novel,20,,6,,156,20,,,0.45,,7.030,7.970,2.910,2.670,,,,5.620,,,,,0.029,,,paper,,,https://drive.google.com/file/d/1esfSehLJIKEArHisnDdaD78F1F17H7A2/view?usp=sharing,,"info on dialect varieties; and infant-controlled test phase from Nazzi, email 11/05/2020",yes
nazzi00,"Nazzi, T., Jusczyk, P. W., & Johnson, E. K. (2000). Language discrimination by English-learning 5-month-olds: Effects of rhythm and familiarity. Journal of Memory and Language, 43(1), 1-19. https://doi.org/10.1006/jmla.2000.2698
",Nazzi et al. (2000),10.1006/jmla.2000.2698,yes,LG,,6,6,6,behavior,discrim,familiarization,HPP,looking_time,within_two,Mid-Atlantic American English (Baltimore),,Dutch,41.6701,50.52408,46.50909,44.93071,64.453,,77.65638,,52.80688,,,,,,6,German,40.40548,63.38281,45.6254,55.46571,51.5,,53.90459,,66.50108,,,,,,5.478198,Du-Ge,natclassforeign_natclassforeign,nono,nono,lang,same,none,none,infant_all,8,typical,audio,diff,ADS,familiarized,novel,20,,3,,160,28,,,0.5,,5.590,5.820,2.020,2.770,,,,,,,,,,,,paper,,,https://drive.google.com/file/d/1esfSehLJIKEArHisnDdaD78F1F17H7A2/view?usp=sharing,,"info on dialect varieties; and infant-controlled test phase from Nazzi. Reported as F<1, exact F-value not available, email 11/05/2020",yes
nazzi98,"Nazzi, T., Bertoncini, J., & Mehler, J. (1998). Language discrimination by newborns: Toward an understanding of the role of rhythm. Journal of Experimental Psychology. Human Perception and Performance, 24, 756-766. https://doi.org/10.1037/0096-1523.24.3.756
",Nazzi et al. (1998),10.1037/0096-1523.24.3.756,yes,LG,,1,1,1,behavior,discrim,familiarization,HAS,sucking_rate,within_two,Parisian French,,Standard British English,54.83312,40.62226,39.56985,50.88716,58.51786,,57.79036,49,55.97169,40.971,102,1.19,1.59,1.35,5.2,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,EnBrSt-Ja,between_forclassforeigns,nono,nono,lang,diff,none,none,infant_training,"2 minutes preshift, 2 mins postshift",typical,audio,diff,ADS,familiarized,novel,20,,25.5,,3,5,,,0.5,,29.851,39.617,11.444,14.399,,,,9.950,,,,,<0.01,,,figure,,,https://drive.google.com/file/d/1zHvNtKoUnnFKmj2CbFv927t71n9EgG9e/view?usp=sharing,https://drive.google.com/drive/folders/13GM2T7-4ZDCbMAGhaJJvNVyWk06dSvqj?usp=sharing,"reported as p<0.01; info on dialect varieties from Nazzi, email 11/05/2020",yes
nazzi98,"Nazzi, T., Bertoncini, J., & Mehler, J. (1998). Language discrimination by newborns: Toward an understanding of the role of rhythm. Journal of Experimental Psychology. Human Perception and Performance, 24, 756-766. https://doi.org/10.1037/0096-1523.24.3.756
",Nazzi et al. (1998),10.1037/0096-1523.24.3.756,yes,LG,,2,2,2,behavior,discrim,familiarization,HAS,sucking_rate,within_two,Parisian French,,Standard British English,54.83312,40.62226,39.56985,50.88716,58.51786,,57.79036,49,55.97169,40.971,102,1.19,1.59,1.35,5.2,Dutch,41.6701,50.52408,46.50909,44.93071,64.453,,77.65638,,52.80688,,,,,,6,EnBrSt-Du,within_forclassforeigns,nono,nono,lang,same,none,none,infant_training,"2 minutes preshift, 2 mins postshift",typical,audio,diff,ADS,familiarized,novel,20,,26,,2.9,5,,,0.5,,28.156,31.496,8.998,15.538,,,,2.120,,,,,0.160,,,figure,,,https://drive.google.com/file/d/1zHvNtKoUnnFKmj2CbFv927t71n9EgG9e/view?usp=sharing,https://drive.google.com/drive/folders/13GM2T7-4ZDCbMAGhaJJvNVyWk06dSvqj?usp=sharing,"info on dialect varieties from Nazzi, email 11/05/2020",yes
paquettesmith15_1,"Paquette-Smith, M., & Johnson, E. K. (2015). Spanish-accented English is Spanish to English-learning 5-month-olds. In The Scottish Consortium for ICPhS 2015 (Ed.), Proceedings of the 18th International Congress of Phonetic Sciences (Vol. 18). The University of Glasgow. https://www.internationalphoneticassociation.org/icphs-proceedings/ICPhS2015/Papers/ICPHS0262.pdf",Paquette-Smith & Johnson 2015,,yes,LG,,1,1,1,behavior,discrim,familiarization,HPP,looking_time,within_two,Canadian English (Toronto),,Spanish-accented English,41,57,47,45,54,,66,,65,,,,,,4.8,Castilian Spanish,46.84957,31.044,26.03228,46,36.94021,,36.92072,29,45.1,26.932,51,1.05,1.15,1.1,8,EnSpacc-SpCs,nonnatdialect_forclassforeign,yesno,nono,lang,,none,none,infant_test,8,typical,audio,same,,familiarized,novel,32,,13,,154.22,29,,,0.5,,7.960,8.400,5.050,4.190,0.672,,0.650,,,,,,0.520,,,paper,,not shared,https://drive.google.com/file/d/1zGsAnTlYbN4RlrGEYLBKTqWp10u9WszL/view?usp=sharing,,"orientation times of first two trials removed; dialects, gender_1, corr from Paquette-Smith email 23/04/2020",no
paquettesmith15_2,"Paquette-Smith, M., & Johnson, E. K. (2015). Spanish-accented English is Spanish to English-learning 5-month-olds. In The Scottish Consortium for ICPhS 2015 (Ed.), Proceedings of the 18th International Congress of Phonetic Sciences (Vol. 18). The University of Glasgow. https://www.internationalphoneticassociation.org/icphs-proceedings/ICPhS2015/Papers/ICPHS0262.pdf",Paquette-Smith & Johnson 2015,,yes,LG,,2,2,2,behavior,discrim,familiarization,HPP,looking_time,within_two,Canadian English (Toronto),,Canadian English (Toronto),49.12573,56.815,53.31,58.42,53.4668,,57.01,,67.25668,,,,,,5.676919,Latin American Spanish,48.25286,46.9701,,50.2,53.3,,47.55439,,53.7,,,,,,,EnCa-SpLA,native_forclassforeign,yesno,yesno,lang,diff,none,none,infant_test,8,typical,audio,same,,familiarized,novel,32,,10,,157.24,29,,,0.406,,7.460,8.690,3.810,3.720,0.754,,2.830,,,,,,<0.01,,,paper,,not shared,https://drive.google.com/file/d/1zGsAnTlYbN4RlrGEYLBKTqWp10u9WszL/view?usp=sharing,,"orientation times of first two trials removed; reported as p<0.01; dialects, gender_1, corr from Paquette-Smith email 23/04/2020",no
"pena10
","Pena, M., Pittaluga, E., & Mehler, J. (2010). Language acquisition in premature and full-term infants. Proceedings of the National Academy of Sciences, 107(8), 3823-3828. https://doi.org/10.1073/pnas.0914326107",Pena et al. (2010),10.1073/pnas.0914326107,yes,LG,,1,FT3_gamma_spanital,FT3,EEG,discrim,test_only,PA,mean_amplitude,within_two,Chilean Spanish,,Chilean Spanish,,,,,,,,,,,,,,,,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,SpCh-It,native_natclassforeign,yesno,yesno,lang,same,none,none,fixed,,typical,audio,diff,ADS,test_lang1,test_lang2,15,,7,,91.32,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/file/d/1iHQiG_hnIt27YNEroYRP87VJml27X9Oi/view?usp=sharing,,,no
"pena10
","Pena, M., Pittaluga, E., & Mehler, J. (2010). Language acquisition in premature and full-term infants. Proceedings of the National Academy of Sciences, 107(8), 3823-3828. https://doi.org/10.1073/pnas.0914326107",Pena et al. (2010),10.1073/pnas.0914326107,yes,LG,,1,FT3_p200lat_spanital,FT3,EEG,discrim,test_only,PA,mean_latency,within_two,Chilean Spanish,,Chilean Spanish,,,,,,,,,,,,,,,,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,SpCh-It,native_natclassforeign,yesno,yesno,lang,same,none,none,fixed,,typical,audio,diff,ADS,test_lang1,test_lang2,15,,7,,91.32,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/file/d/1iHQiG_hnIt27YNEroYRP87VJml27X9Oi/view?usp=sharing,,,no
"pena10
","Pena, M., Pittaluga, E., & Mehler, J. (2010). Language acquisition in premature and full-term infants. Proceedings of the National Academy of Sciences, 107(8), 3823-3828. https://doi.org/10.1073/pnas.0914326107",Pena et al. (2010),10.1073/pnas.0914326107,yes,LG,,1,FT3_p200amp_spanital,FT3,EEG,discrim,test_only,PA,mean_amplitude,within_two,Chilean Spanish,,Chilean Spanish,,,,,,,,,,,,,,,,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,SpCh-It,native_natclassforeign,yesno,yesno,lang,same,none,none,fixed,,typical,audio,diff,ADS,test_lang1,test_lang2,15,,7,,91.32,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/file/d/1iHQiG_hnIt27YNEroYRP87VJml27X9Oi/view?usp=sharing,,,no
"pena10
","Pena, M., Pittaluga, E., & Mehler, J. (2010). Language acquisition in premature and full-term infants. Proceedings of the National Academy of Sciences, 107(8), 3823-3828. https://doi.org/10.1073/pnas.0914326107",Pena et al. (2010),10.1073/pnas.0914326107,yes,LG,,1,FT3_gamma_spanjap,FT3,EEG,discrim,test_only,PA,mean_amplitude,within_two,Chilean Spanish,,Chilean Spanish,,,,,,,,,,,,,,,,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,SpCh-Ja,native_forclassforeign,yesno,yesno,lang,diff,none,none,fixed,,typical,audio,diff,ADS,test_lang1,test_lang2,15,,7,,91.32,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/file/d/1iHQiG_hnIt27YNEroYRP87VJml27X9Oi/view?usp=sharing,,"""main effect of language [F(1.02, 55.8) = 5.7, P<0.01] with greater gamma-band power for Spanish and Italian than for Japanese (P<0.01 and P< 0.04, respectively)."" (p. 3824)",no
"pena10
","Pena, M., Pittaluga, E., & Mehler, J. (2010). Language acquisition in premature and full-term infants. Proceedings of the National Academy of Sciences, 107(8), 3823-3828. https://doi.org/10.1073/pnas.0914326107",Pena et al. (2010),10.1073/pnas.0914326107,yes,LG,,1,FT3_p200lat_spanjap,FT3,EEG,discrim,test_only,PA,mean_latency,within_two,Chilean Spanish,,Chilean Spanish,,,,,,,,,,,,,,,,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,SpCh-Ja,native_forclassforeign,yesno,yesno,lang,diff,none,none,fixed,,typical,audio,diff,ADS,test_lang1,test_lang2,15,,7,,91.32,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/file/d/1iHQiG_hnIt27YNEroYRP87VJml27X9Oi/view?usp=sharing,,,no
"pena10
","Pena, M., Pittaluga, E., & Mehler, J. (2010). Language acquisition in premature and full-term infants. Proceedings of the National Academy of Sciences, 107(8), 3823-3828. https://doi.org/10.1073/pnas.0914326107",Pena et al. (2010),10.1073/pnas.0914326107,yes,LG,,1,FT3_p200amp_spanjap,FT3,EEG,discrim,test_only,PA,mean_amplitude,within_two,Chilean Spanish,,Chilean Spanish,,,,,,,,,,,,,,,,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,SpCh-Ja,native_forclassforeign,yesno,yesno,lang,diff,none,none,fixed,,typical,audio,diff,ADS,test_lang1,test_lang2,15,,7,,91.32,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/file/d/1iHQiG_hnIt27YNEroYRP87VJml27X9Oi/view?usp=sharing,,,no
"pena10
","Pena, M., Pittaluga, E., & Mehler, J. (2010). Language acquisition in premature and full-term infants. Proceedings of the National Academy of Sciences, 107(8), 3823-3828. https://doi.org/10.1073/pnas.0914326107",Pena et al. (2010),10.1073/pnas.0914326107,yes,LG,,1,FT3_gamma_italjap,FT3,EEG,discrim,test_only,PA,mean_amplitude,within_two,Chilean Spanish,,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,It-Ja,natclassforeign_forclassforeign,nono,nono,lang,diff,none,none,fixed,,typical,audio,diff,ADS,test_lang1,test_lang2,15,,7,,91.32,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/file/d/1iHQiG_hnIt27YNEroYRP87VJml27X9Oi/view?usp=sharing,,"""main effect of language [F(1.02, 55.8) = 5.7, P<0.01] with greater gamma-band power for Spanish and Italian than for Japanese (P<0.01 and P< 0.04, respectively)."" (p. 3824)",no
"pena10
","Pena, M., Pittaluga, E., & Mehler, J. (2010). Language acquisition in premature and full-term infants. Proceedings of the National Academy of Sciences, 107(8), 3823-3828. https://doi.org/10.1073/pnas.0914326107",Pena et al. (2010),10.1073/pnas.0914326107,yes,LG,,1,FT3_p200lat_italjap,FT3,EEG,discrim,test_only,PA,mean_latency,within_two,Chilean Spanish,,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,It-Ja,natclassforeign_forclassforeign,nono,nono,lang,diff,none,none,fixed,,typical,audio,diff,ADS,test_lang1,test_lang2,15,,7,,91.32,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/file/d/1iHQiG_hnIt27YNEroYRP87VJml27X9Oi/view?usp=sharing,,,no
"pena10
","Pena, M., Pittaluga, E., & Mehler, J. (2010). Language acquisition in premature and full-term infants. Proceedings of the National Academy of Sciences, 107(8), 3823-3828. https://doi.org/10.1073/pnas.0914326107",Pena et al. (2010),10.1073/pnas.0914326107,yes,LG,,1,FT3_p200amp_italjap,FT3,EEG,discrim,test_only,PA,mean_amplitude,within_two,Chilean Spanish,,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,It-Ja,natclassforeign_forclassforeign,nono,nono,lang,diff,none,none,fixed,,typical,audio,diff,ADS,test_lang1,test_lang2,15,,7,,91.32,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/file/d/1iHQiG_hnIt27YNEroYRP87VJml27X9Oi/view?usp=sharing,,,no
"pena10
","Pena, M., Pittaluga, E., & Mehler, J. (2010). Language acquisition in premature and full-term infants. Proceedings of the National Academy of Sciences, 107(8), 3823-3828. https://doi.org/10.1073/pnas.0914326107",Pena et al. (2010),10.1073/pnas.0914326107,yes,LG,,1,FT6_gamma_spanital,FT6,EEG,discrim,test_only,PA,mean_amplitude,within_two,Chilean Spanish,,Chilean Spanish,,,,,,,,,,,,,,,,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,SpCh-It,native_natclassforeign,yesno,yesno,lang,same,none,none,fixed,,typical,audio,diff,ADS,test_lang1,test_lang2,15,,8,,182.64,,,,,,,,,,,,,,,,,,<0.01,,,paper,,,https://drive.google.com/file/d/1iHQiG_hnIt27YNEroYRP87VJml27X9Oi/view?usp=sharing,,reported as <0.01,no
"pena10
","Pena, M., Pittaluga, E., & Mehler, J. (2010). Language acquisition in premature and full-term infants. Proceedings of the National Academy of Sciences, 107(8), 3823-3828. https://doi.org/10.1073/pnas.0914326107",Pena et al. (2010),10.1073/pnas.0914326107,yes,LG,,1,FT6_p200latency_spanital,FT6,EEG,discrim,test_only,PA,mean_latency,within_two,Chilean Spanish,,Chilean Spanish,,,,,,,,,,,,,,,,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,SpCh-It,native_natclassforeign,yesno,yesno,lang,same,none,none,fixed,,typical,audio,diff,ADS,test_lang1,test_lang2,15,,8,,182.64,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/file/d/1iHQiG_hnIt27YNEroYRP87VJml27X9Oi/view?usp=sharing,,,no
"pena10
","Pena, M., Pittaluga, E., & Mehler, J. (2010). Language acquisition in premature and full-term infants. Proceedings of the National Academy of Sciences, 107(8), 3823-3828. https://doi.org/10.1073/pnas.0914326107",Pena et al. (2010),10.1073/pnas.0914326107,yes,LG,,1,FT6_p200amplitude_spanital,FT6,EEG,discrim,test_only,PA,mean_amplitude,within_two,Chilean Spanish,,Chilean Spanish,,,,,,,,,,,,,,,,Italian,48.82214,46.03735,41.75257,50.40455,53.30909,,47.546,,52.07357,,,,,,6.8,SpCh-It,native_natclassforeign,yesno,yesno,lang,same,none,none,fixed,,typical,audio,diff,ADS,test_lang1,test_lang2,15,,8,,182.64,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/file/d/1iHQiG_hnIt27YNEroYRP87VJml27X9Oi/view?usp=sharing,,,no
