ds_clean,long_cite,short_cite,same_infant,study_ID,unique_row,d_calc,d_var_calc,mean_age_months,response_mode,behavioral_measure,stimuli_naturalness,exposure_phase
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,120,-0.11,0.02782038,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,121,-0.01,0.02816937,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,122,0.04,0.03077548,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,123,0.13,0.03232731,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,124,-0.05,0.02817794,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,125,0.01,0.02816937,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,126,-0.08,0.02704894,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,127,0.11,0.02861526,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,128,0.09,0.02944198,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,129,-0.03,0.02941512,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,130,-0.12,0.02946548,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,131,-0.07,0.0298693,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,132,-0.18,0.03137854,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,133,0,0.03278689,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,134,0.12,0.02990528,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,135,0,0.02985075,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,136,0,0.02857143,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,137,-0.21,0.02873118,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,138,-0.24,0.02962664,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,139,-0.13,0.03285728,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,140,-0.03,0.03030649,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,141,-0.15,0.0308571,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,142,0.06,0.03176054,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,143,0.05,0.03334392,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,144,0,0.03076923,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,145,-0.13,0.03083523,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,146,-0.03,0.02941512,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,147,-0.03,0.02941512,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,148,0.12,0.02946548,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,149,-0.07,0.02943004,0.22998418858703465,behavior,imitation,NA,not_applicable
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,150,0.04,0.02532158,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,151,0.23,0.02876306,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,152,0.29,0.02929463,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,153,0.08,0.02599508,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,154,-0.03,0.02597699,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,155,0.09,0.02566732,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,156,0.3,0.02661574,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,157,0.36,0.02784718,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,158,0.39,0.02792529,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,159,0.3,0.0277097,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,160,-0.08,0.02533697,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,161,0.18,0.0291046,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,162,0.24,0.02962664,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,163,0.15,0.02604803,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,164,0.02,0.02597534,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,165,0.09,0.02600067,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,166,0.11,0.02670754,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,167,0.16,0.0278679,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,168,0.14,0.02784678,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,169,0.05,0.02778658,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,170,0.1,0.02600692,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,171,0.17,0.02606908,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,172,0.14,0.02992497,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,173,0.22,0.03048914,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,174,0.15,0.02604803,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,175,0.17,0.02676428,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,176,0.19,0.02752258,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,177,-0.02,0.02857288,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,178,-0.02,0.02857288,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,179,0.17,0.02867612,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,180,-0.15,0.02604803,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,181,-0.12,0.02990528,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,182,0.17,0.02573484,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,183,0.22,0.02613321,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,184,0.33,0.02896591,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,185,0.33,0.02938579,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,186,0.06,0.02667883,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,187,0.07,0.02668322,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,188,0.17,0.02606908,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,189,0.32,0.02775275,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,190,0.37,0.02825973,0.6899525657611039,behavior,imitation,NA,familiarization
Neonatal Imitation,"Oostenbroek, J., Suddendorf, T., Nielsen, M., Redshaw, J., Kennedy-Costantini, S., Davis, J., . . . Slaughter, V. (2016). Comprehensive longitudinal study challenges the existence of neonatal imitation in humans. Current Biology, 26, 1334ñ1338",Oostenbroek et al. (2016),yes,Oostenbroek2016,191,0.12,0.02782847,0.6899525657611039,behavior,imitation,NA,familiarization
