ds_clean,native_lang,infant_type,infant_type_clincal,infant_type_language,infant_native_lang,response_mode,method,dependent_measure,looking,behavioral_measure,unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,exposure_phase,participant_design,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,d,d_var,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year,doi,original_ma,2nd coder,stimulus_set,lab,main_question_IDS_preference,trial_control,human_coded,data_from_figure,effect_significance_reported,fussers,non_criterion,criterion,criterion_definition,exclusionCriteria,num_minimum_trials,mean_vocab,speaker_fam,speaker_experience,speaker_female,presentation,setting,Coder 1 Comments,Coder 2 Comments,by_major_author,major_author
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,210,SeidlJohnson2006,"Seidl, A., & Johnson, E. K. (2006). Infant word segmentation revisited: Edge alignment facilitates target extraction. Developmental Science, 9(6), 565-573.",Seidl & Johnson (2006),yes,Amanda,1,1 Cond A MEDIAL,2,familiarization,within_two,1 Cond A MEDIAL,NA,64,NA,242.94,NA,8,8.7,3.3,3.3,NA,NA,NA,NA,NA,0.56,native,NA,NA,33.42,NA,3.5,NA,0.484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,no,0,female Eng IDS,IDS,NA,same female,IDS,not.manipulated,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,Word segmentation (behavioral),inworddb,early_language,-0.2121212121212119,0.01410152662993571,-0.20955522971651985,0.0137624241669142,-0.10546906201345356,0.0034090393602749,-0.10586276256773522,0.01639344262295082,-0.3847453196860458,0.04639216309629745,group_means_two,242.94,64,SeidlJohnson2006 2,NA,7.981765539333456,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,211,SeidlJohnson2006,"Seidl, A., & Johnson, E. K. (2006). Infant word segmentation revisited: Edge alignment facilitates target extraction. Developmental Science, 9(6), 565-573.",Seidl & Johnson (2006),yes,Amanda,1,1 Cond b FINAL,3,familiarization,within_two,1 Cond b FINAL,NA,64,NA,242.94,NA,10.1,8.8,2.9,3,NA,NA,NA,NA,NA,0.29,native,NA,NA,33.42,NA,3.5,NA,0.484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,no,100,female Eng IDS,IDS,NA,same female,IDS,not.manipulated,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,Word segmentation (behavioral),inworddb,early_language,0.4406146821254795,0.02370422889144169,0.4352846658094454,0.02313420816871728,0.2151480607179076,0.00514063350236193,0.21856306070502932,0.01639344262295082,0.7991866303114566,0.07798378726380083,group_means_two,242.94,64,SeidlJohnson2006 3,NA,7.981765539333456,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,212,SeidlJohnson2006,"Seidl, A., & Johnson, E. K. (2006). Infant word segmentation revisited: Edge alignment facilitates target extraction. Developmental Science, 9(6), 565-573.",Seidl & Johnson (2006),yes,Amanda,1,1 Cond b MEDIAL,4,familiarization,within_two,1 Cond b MEDIAL,NA,64,NA,242.94,NA,9.3,8.8,3.4,3,NA,NA,NA,NA,NA,0.46,native,NA,NA,33.42,NA,3.5,NA,0.484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,no,0,female Eng IDS,IDS,NA,same female,IDS,not.manipulated,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,Word segmentation (behavioral),inworddb,early_language,0.15594571538795135,0.01706499270428015,0.15405927528245195,0.01665462713115271,0.07773690466949965,0.00418937147088889,0.0778940636146827,0.01639344262295082,0.28285423942571647,0.05614157569957374,group_means_two,242.94,64,SeidlJohnson2006 4,NA,7.981765539333456,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,213,SeidlJohnson2008,"Seidl, A. & Johnson, E.K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(01), 1-24. DOI: 10.1017/S0305000907008215",Seidl & Johnson (2008),yes,Amanda,1,1 medial cond,1,familiarization,within_two,1 medial cond,NA,40,NA,336.62,NA,6.25,6.26,2.21,3.09,NA,NA,NA,NA,NA,0.598,native,NA,NA,33.42,NA,1,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,no,0,female Eng IDS,IDS,NA,same female,IDS,not.manipulated,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598,Word segmentation (behavioral),inworddb,early_language,-0.00372262019044402,0.02010017322376352,-0.00364914742352736,0.01931457521384929,-0.00186130687099899,0.00502499107888795,-0.00186130902047984,0.02702702702702703,-0.00675208613471282,0.06612691937063832,group_means_two,336.62,40,SeidlJohnson2008 1,NA,11.059611080309658,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,214,SeidlJohnson2008,"Seidl, A. & Johnson, E.K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(01), 1-24. DOI: 10.1017/S0305000907008215",Seidl & Johnson (2008),yes,Amanda,1,1 initial cond,2,familiarization,within_two,1 initial cond,NA,40,NA,336.62,NA,7.8,6.4,2.4,2.5,NA,NA,NA,NA,NA,0.71,native,NA,NA,33.42,NA,1,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,no,100,female Eng IDS,IDS,NA,same female,IDS,not.manipulated,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,Word segmentation (behavioral),inworddb,early_language,0.5713096105505405,0.01857993338884263,0.5600337629738851,0.01785375264740717,0.2746682511520326,0.00367101137597991,0.2819060468741835,0.02702702702702703,1.0362410083974691,0.06112553078215612,group_means_two,336.62,40,SeidlJohnson2008 2,NA,11.059611080309658,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,215,SeidlJohnson2008,"Seidl, A. & Johnson, E.K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(01), 1-24. DOI: 10.1017/S0305000907008215",Seidl & Johnson (2008),yes,Amanda,3,3,3,familiarization,within_two,3,NA,20,NA,334.62,NA,5.46,6.48,2.1,2.4,NA,4.7,NA,NA,NA,0.63,native,NA,NA,27.42,NA,4,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,no,100,female Eng IDS,IDS,NA,same female,IDS,not.manipulated,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,Word segmentation (behavioral),inworddb,early_language,-0.45232927156166297,0.04211504424778761,-0.433482218579927,0.03867857362340217,-0.2205932700844093,0.00906530953384269,-0.2242796394381024,0.0588235294117647,-0.8204345451830712,0.13855294202001256,group_means_two,334.62,20,SeidlJohnson2008 3,NA,10.993901312141931,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,216,SeidlJohnson2008,"Seidl, A. & Johnson, E.K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(01), 1-24. DOI: 10.1017/S0305000907008215",Seidl & Johnson (2008),yes,Amanda,2,2 (initial position w/ pauses removed),4,familiarization,within_two,2 (initial position w/ pauses removed),NA,20,NA,338.5,NA,9.04,7.77,3.04,2.76,NA,11.06,NA,NA,NA,0.82,native,NA,NA,20.42,NA,6,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,no,100,female Eng IDS,IDS,NA,same female,IDS,not.manipulated,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,Word segmentation (behavioral),inworddb,early_language,0.4374216127121786,0.02278344168169308,0.4191957121825045,0.02092437612780493,0.21366033857141095,0.00495086815664135,0.2170036535784831,0.0588235294117647,0.7933950430396559,0.0749545187645336,group_means_two,338.5,20,SeidlJohnson2008 4,NA,11.121378262387315,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,219,Singh2008,"Singh, L. (2008). Influences of high and low variability on infant word recognition. Cognition, 106(2), 833-870. DOI: 10.1016/j.cognition.2007.05.002",Singh (2008),yes,Christina,1,1_var_to_happy,1_happy_test,familiarization,within_two,1_var_to_happy,NA,20,NA,231,NA,9.886,8.482,4.075010282,2.960554002,NA,4.31,NA,NA,NA,NA,native,NA,NA,24,NA,1,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,yes,63.33333333,female (Actress),IDS,variable,female,happy,match,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8430061474,Word segmentation (behavioral),inworddb,early_language,0.3942001928722786,0.01958423006151354,0.3777751848359336,0.01798621128913309,0.19337963631001864,0.00436706770462516,0.19584573145007816,0.0588235294117647,0.715000059212745,0.06442953440235351,group_means_two,231,20,Singh2008 1_happy_test,NA,7.589478223372143,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,220,Singh2008,"Singh, L. (2008). Influences of high and low variability on infant word recognition. Cognition, 106(2), 833-870. DOI: 10.1016/j.cognition.2007.05.002",Singh (2008),yes,Christina,1,1_neutral_to_happy,1_happy_test,familiarization,within_two,1_neutral_to_happy,NA,20,NA,231,NA,6.464,8.482,2.728002933,2.960554002,NA,6.78,NA,NA,NA,NA,native,NA,NA,24,NA,1,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,yes,63.33333333,female (Actress),IDS,neutral,female,happy,affect,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8193207358,Word segmentation (behavioral),inworddb,early_language,-0.7089024078359788,0.03063149201589121,-0.6793648075094797,0.02813204735487231,-0.33408542945144015,0.00536926248184131,-0.34741993731523607,0.0588235294117647,-1.2858067366370045,0.1007735694706578,group_means_two,231,20,Singh2008 1_happy_test,NA,7.589478223372143,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,221,Singh2008,"Singh, L. (2008). Influences of high and low variability on infant word recognition. Cognition, 106(2), 833-870. DOI: 10.1016/j.cognition.2007.05.002",Singh (2008),yes,Christina,1,1_var_to_neutral,1_neutral_test,familiarization,within_two,1_var_to_neutral,NA,20,NA,231,NA,8.154,6.527,4.910405279,3.403295462,NA,7.23,NA,NA,NA,NA,native,NA,NA,24,NA,1,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,yes,63.33333333,female (Actress),IDS,variable,female,neutral,match,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,Word segmentation (behavioral),inworddb,early_language,0.38512516670378233,0.07170803485071539,0.3690782847577914,0.06585685839588272,0.1890887544786033,0.01607202557019839,0.19139196521154217,0.0588235294117647,0.6985397825179176,0.23590997878536324,group_means_two,231,20,Singh2008 1_neutral_test,NA,7.589478223372143,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,222,Singh2008,"Singh, L. (2008). Influences of high and low variability on infant word recognition. Cognition, 106(2), 833-870. DOI: 10.1016/j.cognition.2007.05.002",Singh (2008),yes,Christina,1,1_happy_to_neutral,1_neutral_test,familiarization,within_two,1_happy_to_neutral,NA,20,NA,231,NA,9.598,6.527,6.140242666,3.403295462,NA,8.65,NA,NA,NA,NA,native,NA,NA,24,NA,1,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,match,yes,63.33333333,female (Actress),IDS,happy,female,neutral,affect,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5930351784,Word segmentation (behavioral),inworddb,early_language,0.6186391975446903,0.05026434357846846,0.5928625643136616,0.04616291276564205,0.2955056886130421,0.00955323517171816,0.30458806721188947,0.0588235294117647,1.122087383196926,0.16536306219997332,group_means_two,231,20,Singh2008 1_neutral_test,NA,7.589478223372143,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,223,Singh2008,"Singh, L. (2008). Influences of high and low variability on infant word recognition. Cognition, 106(2), 833-870. DOI: 10.1016/j.cognition.2007.05.002",Singh (2008),yes,Christina,2,2_happy_to_happy,2_happy_test,familiarization,within_two,2_happy_to_happy,NA,16,NA,234,NA,8.068,5.496,2.5908,1.316,NA,5.9,NA,NA,NA,NA,native,NA,NA,25,NA,1,NA,0.59375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mispronounciation,yes,63.33333333,female (Actress),IDS,happy,female,happy,match,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6929210091,Word segmentation (behavioral),inworddb,early_language,1.2517259668921936,0.08734793311850617,1.184669218665826,0.07823990565366193,0.5305248782120165,0.00810124136095412,0.5908753523515978,0.07692307692307693,2.2703797629445224,0.2873631817108225,group_means_two,234,16,Singh2008 2_happy_test,NA,7.688042875623729,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,224,Singh2008,"Singh, L. (2008). Influences of high and low variability on infant word recognition. Cognition, 106(2), 833-870. DOI: 10.1016/j.cognition.2007.05.002",Singh (2008),yes,Christina,2,2_neutral_to_happy,2_happy_test,familiarization,within_two,2_neutral_to_happy,NA,16,NA,234,NA,6.528,5.496,1.488,1.316,NA,0.06,NA,NA,NA,NA,native,NA,NA,25,NA,1,NA,0.59375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mispronounciation,yes,63.33333333,female (Actress),IDS,neutral,female,happy,affect,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3236178885,Word segmentation (behavioral),inworddb,early_language,0.7347103445717083,0.10141649176314618,0.6953508618267953,0.09084149405697628,0.3448242722823995,0.01734277572720875,0.35955757233870494,0.07692307692307693,1.3326171558804676,0.33364688448286345,group_means_two,234,16,Singh2008 2_happy_test,NA,7.688042875623729,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,225,Singh2008,"Singh, L. (2008). Influences of high and low variability on infant word recognition. Cognition, 106(2), 833-870. DOI: 10.1016/j.cognition.2007.05.002",Singh (2008),yes,Christina,2,2_happy_to_neutral,2_neutral_test,familiarization,within_two,2_happy_to_neutral,NA,16,NA,234,NA,5.858,7.052,1.448,1.9,NA,0.61,NA,NA,NA,NA,native,NA,NA,25,NA,1,NA,0.59375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mispronounciation,yes,63.33333333,female (Actress),IDS,happy,female,neutral,affect,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6576967,Word segmentation (behavioral),inworddb,early_language,-0.7068490053775018,0.05840152238759886,-0.6689820943751357,0.05231182282741237,-0.3332253119426775,0.01025680603444154,-0.3464520711373868,0.07692307692307693,-1.282082276563302,0.19213330746232143,group_means_two,234,16,Singh2008 2_neutral_test,NA,7.688042875623729,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Word Segmentation (combined),American English,typical,typical,monolingual,NA,behavior,head-turn preference procedure,looking_time,yes,looking,226,Singh2008,"Singh, L. (2008). Influences of high and low variability on infant word recognition. Cognition, 106(2), 833-870. DOI: 10.1016/j.cognition.2007.05.002",Singh (2008),yes,Christina,2,2_neutral_to_neutral,2_neutral_test,familiarization,within_two,2_neutral_to_neutral,NA,16,NA,234,NA,6.662,7.052,2.568,1.9,NA,6.87,NA,NA,NA,NA,native,NA,NA,25,NA,1,NA,0.59375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mispronounciation,yes,63.33333333,female (Actress),IDS,neutral,female,neutral,match,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,Word segmentation (behavioral),inworddb,early_language,-0.1726557718063722,0.05718156298556418,-0.16340635545960225,0.0512190722023118,-0.08600799334476436,0.01398048664572432,-0.08622101742948525,0.07692307692307693,-0.3131629291337661,0.1881198019011642,group_means_two,234,16,Singh2008 2_neutral_test,NA,7.688042875623729,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
